,fibro,endo,immune
LKAAEAR1,0.0,0.0,0.0
LLGL1,34.0,29.0,3.0
LLGL2,8.0,25.0,9.0
LLPH,52.0,41.0,13.0
LMAN1,283.0,147.0,43.0
LMAN1L,0.0,0.0,0.0
LMAN2,228.0,145.0,99.0
LMAN2L,20.0,25.0,5.0
LMBR1,12.0,35.0,1.0
LMBR1L,16.0,22.0,8.0
LMBRD1,52.0,56.0,20.0
LMBRD2,14.0,7.0,3.0
LMCD1,149.0,32.0,4.0
LMF1,16.0,12.0,6.0
LMF2,53.0,22.0,19.0
LMLN,12.0,6.0,2.0
LMNA,523.0,337.0,72.0
LMNB1,0.0,12.0,12.0
LMNB2,36.0,29.0,8.0
LMNTD1,0.0,1.0,0.0
LMNTD2,0.0,0.0,1.0
LMO1,8.0,4.0,0.0
LMO2,6.0,123.0,10.0
LMO3,1.0,1.0,2.0
LMO4,239.0,75.0,62.0
LMO7,33.0,4.0,1.0
LMO7DN,0.0,0.0,0.0
LMOD1,6.0,0.0,0.0
LMOD2,0.0,0.0,0.0
LMOD3,0.0,0.0,0.0
LMTK2,12.0,12.0,3.0
LMTK3,1.0,1.0,1.0
LMX1A,0.0,0.0,0.0
LMX1B,0.0,0.0,0.0
LNP1,1.0,4.0,0.0
LNPEP,26.0,15.0,12.0
LNX1,0.0,1.0,0.0
LNX2,17.0,12.0,4.0
LOH12CR1,5.0,1.0,1.0
LOH12CR2,1.0,1.0,0.0
LONP1,123.0,62.0,27.0
LONP2,40.0,20.0,15.0
LONRF1,18.0,8.0,6.0
LONRF2,0.0,0.0,0.0
LONRF3,1.0,5.0,0.0
LOR,0.0,0.0,0.0
LOX,71.0,29.0,0.0
LOXHD1,0.0,0.0,0.0
LOXL1,27.0,1.0,0.0
LOXL2,407.0,66.0,2.0
LOXL3,55.0,4.0,5.0
LOXL4,7.0,15.0,23.0
LPA,0.0,0.0,0.0
LPAL2,0.0,0.0,0.0
LPAR1,68.0,0.0,3.0
LPAR2,0.0,0.0,1.0
LPAR3,0.0,0.0,1.0
LPAR4,0.0,0.0,0.0
LPAR5,0.0,0.0,4.0
LPAR6,14.0,39.0,39.0
LPCAT1,58.0,38.0,40.0
LPCAT2,3.0,19.0,37.0
LPCAT3,33.0,44.0,25.0
LPCAT4,22.0,17.0,7.0
LPGAT1,53.0,47.0,21.0
LPIN1,31.0,31.0,17.0
LPIN2,18.0,27.0,12.0
LPIN3,0.0,0.0,0.0
LPL,37.0,0.0,2.0
LPO,0.0,0.0,0.0
LPP,114.0,84.0,23.0
LPPR2,100.0,56.0,10.0
LPPR3,0.0,0.0,0.0
LPPR4,3.0,5.0,0.0
LPPR5,3.0,1.0,0.0
LPXN,7.0,15.0,96.0
LRAT,0.0,0.0,0.0
LRBA,22.0,19.0,17.0
LRCH1,35.0,46.0,11.0
LRCH2,11.0,4.0,1.0
LRCH3,28.0,25.0,15.0
LRCH4,29.0,24.0,6.0
LRCOL1,0.0,0.0,0.0
LRFN1,0.0,3.0,2.0
LRFN2,0.0,0.0,0.0
LRFN3,18.0,10.0,2.0
LRFN4,10.0,6.0,3.0
LRFN5,12.0,2.0,0.0
LRG1,0.0,1.0,2.0
LRGUK,0.0,0.0,0.0
LRIF1,17.0,15.0,2.0
LRIG1,35.0,17.0,1.0
LRIG2,2.0,10.0,1.0
LRIG3,15.0,8.0,0.0
LRIT1,0.0,0.0,0.0
LRIT2,0.0,0.0,0.0
LRIT3,0.0,0.0,0.0
LRMP,0.0,3.0,8.0
LRP1,423.0,32.0,103.0
LRP10,188.0,235.0,84.0
LRP11,14.0,13.0,6.0
LRP12,74.0,11.0,8.0
LRP1B,0.0,0.0,0.0
LRP2,0.0,0.0,0.0
LRP2BP,1.0,1.0,0.0
LRP3,67.0,26.0,12.0
LRP4,15.0,16.0,0.0
LRP5,21.0,49.0,13.0
LRP5L,2.0,3.0,5.0
LRP6,27.0,43.0,1.0
LRP8,18.0,5.0,2.0
LRPAP1,223.0,173.0,175.0
LRPPRC,53.0,42.0,16.0
LRR1,11.0,10.0,3.0
LRRC1,3.0,13.0,2.0
LRRC10,0.0,0.0,0.0
LRRC10B,9.0,6.0,3.0
LRRC14,13.0,14.0,5.0
LRRC14B,0.0,0.0,0.0
LRRC15,2.0,1.0,0.0
LRRC16A,4.0,0.0,1.0
LRRC16B,0.0,0.0,0.0
LRRC17,0.0,1.0,0.0
LRRC18,0.0,0.0,0.0
LRRC19,0.0,0.0,0.0
LRRC2,0.0,0.0,0.0
LRRC20,11.0,10.0,1.0
LRRC23,17.0,12.0,4.0
LRRC24,3.0,3.0,0.0
LRRC25,0.0,0.0,46.0
LRRC26,0.0,0.0,0.0
LRRC27,3.0,7.0,4.0
LRRC28,17.0,13.0,11.0
LRRC29,3.0,2.0,1.0
LRRC3,2.0,1.0,3.0
LRRC30,0.0,0.0,0.0
LRRC31,0.0,0.0,0.0
LRRC32,324.0,286.0,0.0
LRRC34,2.0,0.0,2.0
LRRC36,6.0,29.0,0.0
LRRC37A,0.0,0.0,0.0
LRRC37A11P,1.0,0.0,0.0
LRRC37A2,1.0,2.0,1.0
LRRC37A3,2.0,3.0,1.0
LRRC37A4P,1.0,1.0,0.0
LRRC37A5P,0.0,0.0,0.0
LRRC37B,2.0,1.0,5.0
LRRC37BP1,7.0,9.0,3.0
LRRC38,0.0,0.0,0.0
LRRC39,0.0,1.0,0.0
LRRC3B,0.0,0.0,0.0
LRRC4,4.0,32.0,1.0
LRRC40,18.0,16.0,6.0
LRRC41,114.0,50.0,25.0
LRRC42,28.0,20.0,5.0
LRRC45,3.0,4.0,2.0
LRRC46,0.0,0.0,1.0
LRRC47,6.0,12.0,3.0
LRRC48,1.0,1.0,0.0
LRRC49,5.0,8.0,0.0
LRRC4B,6.0,11.0,0.0
LRRC4C,0.0,0.0,0.0
LRRC52,0.0,0.0,0.0
LRRC55,0.0,4.0,0.0
LRRC56,0.0,1.0,1.0
LRRC57,17.0,12.0,10.0
LRRC58,72.0,53.0,15.0
LRRC59,205.0,73.0,26.0
LRRC6,6.0,2.0,2.0
LRRC61,4.0,3.0,2.0
LRRC63,0.0,0.0,0.0
LRRC66,0.0,0.0,0.0
LRRC69,0.0,2.0,0.0
LRRC7,0.0,0.0,0.0
LRRC70,0.0,14.0,0.0
LRRC71,0.0,0.0,0.0
LRRC72,0.0,0.0,0.0
LRRC73,11.0,4.0,0.0
LRRC74A,0.0,0.0,0.0
LRRC74B,0.0,0.0,0.0
LRRC75A,4.0,3.0,1.0
LRRC75B,3.0,1.0,0.0
LRRC8A,63.0,140.0,8.0
LRRC8B,6.0,20.0,1.0
LRRC8C,13.0,132.0,5.0
LRRC8D,18.0,6.0,19.0
LRRC8E,0.0,1.0,0.0
LRRC9,0.0,1.0,0.0
LRRCC1,4.0,3.0,3.0
LRRD1,0.0,0.0,0.0
LRRFIP1,130.0,68.0,75.0
LRRFIP2,72.0,65.0,8.0
LRRIQ1,1.0,0.0,0.0
LRRIQ3,0.0,0.0,0.0
LRRK1,13.0,10.0,6.0
LRRK2,1.0,0.0,7.0
LRRN1,0.0,0.0,0.0
LRRN2,0.0,1.0,0.0
LRRN3,0.0,0.0,0.0
LRRN4,0.0,0.0,0.0
LRRN4CL,1.0,0.0,0.0
LRRTM1,0.0,0.0,0.0
LRRTM2,0.0,0.0,0.0
LRRTM3,0.0,0.0,0.0
LRRTM4,1.0,0.0,0.0
LRSAM1,10.0,6.0,13.0
LRTM1,0.0,0.0,0.0
LRTM2,1.0,0.0,2.0
LRTOMT,0.0,2.0,4.0
LRWD1,22.0,20.0,4.0
LSAMP,11.0,5.0,2.0
LSG1,14.0,5.0,0.0
LSM1,78.0,55.0,17.0
LSM10,66.0,53.0,23.0
LSM11,0.0,10.0,1.0
LSM12,75.0,57.0,22.0
LSM14A,109.0,118.0,30.0
LSM14B,0.0,0.0,0.0
LSM2,76.0,77.0,26.0
LSM3,82.0,99.0,49.0
LSM4,93.0,112.0,49.0
LSM5,50.0,26.0,14.0
LSM6,66.0,49.0,11.0
LSM7,143.0,140.0,34.0
LSM8,59.0,51.0,11.0
LSMEM1,0.0,1.0,0.0
LSMEM2,0.0,0.0,0.0
LSP1,5.0,0.0,271.0
LSR,9.0,11.0,5.0
LSS,17.0,11.0,8.0
LST1,0.0,0.0,51.0
LTA,0.0,0.0,0.0
LTA4H,70.0,52.0,67.0
LTB,3.0,5.0,6.0
LTB4R,0.0,10.0,6.0
LTB4R2,0.0,0.0,1.0
LTBP1,342.0,33.0,0.0
LTBP2,151.0,7.0,0.0
LTBP3,132.0,73.0,22.0
LTBP4,211.0,17.0,11.0
LTBR,83.0,47.0,40.0
LTC4S,3.0,2.0,57.0
LTF,0.0,5.0,0.0
LTK,0.0,2.0,0.0
LTN1,19.0,18.0,7.0
LTV1,46.0,41.0,7.0
LUC7L,38.0,47.0,6.0
LUC7L2,0.0,0.0,0.0
LUC7L3,113.0,63.0,30.0
LUCAT1,2.0,2.0,0.0
LUM,447.0,1.0,0.0
LURAP1,3.0,2.0,1.0
LURAP1L,35.0,0.0,0.0
LUZP1,11.0,44.0,6.0
LUZP2,0.0,0.0,1.0
LUZP4,0.0,0.0,0.0
LUZP6,0.0,1.0,0.0
LVCAT1,0.0,0.0,0.0
LVRN,0.0,0.0,0.0
LXN,91.0,123.0,1.0
LY6D,0.0,0.0,0.0
LY6E,203.0,85.0,29.0
LY6G5B,4.0,0.0,2.0
LY6G5C,3.0,4.0,0.0
LY6G6C,0.0,0.0,0.0
LY6G6D,0.0,0.0,0.0
LY6G6E,0.0,0.0,0.0
LY6G6F,0.0,0.0,0.0
LY6H,5.0,0.0,0.0
LY6K,5.0,3.0,2.0
LY75,0.0,1.0,5.0
LY75.CD302,3.0,2.0,4.0
LY86,0.0,0.0,0.0
LY9,0.0,0.0,1.0
LY96,5.0,5.0,3.0
LYAR,24.0,40.0,8.0
LYG1,1.0,3.0,1.0
LYG2,0.0,0.0,0.0
LYL1,0.0,82.0,14.0
LYN,18.0,85.0,110.0
LYNX1,7.0,3.0,0.0
LYPD1,0.0,1.0,0.0
LYPD2,0.0,0.0,0.0
LYPD3,3.0,2.0,0.0
LYPD4,0.0,0.0,0.0
LYPD5,1.0,2.0,1.0
LYPD6,0.0,0.0,0.0
LYPD6B,0.0,0.0,0.0
LYPD8,0.0,0.0,0.0
LYPLA1,76.0,73.0,25.0
LYPLA2,62.0,124.0,35.0
LYPLAL1,9.0,5.0,1.0
LYRM1,16.0,27.0,5.0
LYRM2,18.0,14.0,9.0
LYRM4,64.0,41.0,10.0
LYRM5,24.0,13.0,7.0
LYRM7,5.0,14.0,0.0
LYRM9,4.0,2.0,3.0
LYSMD1,4.0,2.0,0.0
LYSMD2,16.0,64.0,13.0
LYSMD3,28.0,42.0,5.0
LYSMD4,2.0,3.0,2.0
LYST,18.0,17.0,11.0
LYVE1,0.0,20.0,0.0
LYZ,2.0,21.0,1645.0
LYZL1,0.0,0.0,0.0
LYZL2,0.0,0.0,0.0
LYZL4,0.0,0.0,0.0
LYZL6,0.0,0.0,0.0
LZIC,26.0,27.0,10.0
LZTFL1,32.0,7.0,3.0
LZTR1,36.0,23.0,10.0
LZTS1,55.0,3.0,0.0
LZTS2,101.0,54.0,10.0
LZTS3,1.0,4.0,1.0
M1AP,0.0,0.0,1.0
M6PR,44.0,53.0,100.0
MAATS1,0.0,0.0,0.0
MAB21L1,0.0,1.0,0.0
MAB21L2,0.0,0.0,0.0
MAB21L3,0.0,0.0,0.0
MACC1,0.0,1.0,3.0
MACF1,130.0,240.0,42.0
MACROD1,24.0,13.0,2.0
MACROD2,2.0,1.0,0.0
MAD1L1,22.0,12.0,20.0
MAD2L1,2.0,1.0,4.0
MAD2L1BP,35.0,28.0,18.0
MAD2L2,65.0,44.0,13.0
MADCAM1,0.0,0.0,0.0
MADD,18.0,23.0,18.0
MAEA,50.0,43.0,20.0
MAEL,0.0,0.0,0.0
MAF,25.0,37.0,64.0
MAF1,215.0,162.0,61.0
MAFA,11.0,14.0,1.0
MAFB,152.0,70.0,272.0
MAFF,150.0,160.0,10.0
MAFG,106.0,100.0,42.0
MAFK,35.0,120.0,9.0
MAG,0.0,1.0,0.0
MAGEA1,0.0,0.0,0.0
MAGEA10,0.0,0.0,0.0
MAGEA11,0.0,0.0,0.0
MAGEA12,0.0,0.0,0.0
MAGEA2,0.0,0.0,0.0
MAGEA2B,0.0,0.0,0.0
MAGEA3,0.0,0.0,0.0
MAGEA4,0.0,0.0,0.0
MAGEA6,0.0,0.0,0.0
MAGEA8,0.0,0.0,0.0
MAGEA9,0.0,0.0,0.0
MAGEA9B,0.0,0.0,0.0
MAGEB1,0.0,0.0,0.0
MAGEB10,0.0,0.0,0.0
MAGEB17,0.0,0.0,0.0
MAGEB18,0.0,0.0,0.0
MAGEB2,0.0,0.0,1.0
MAGEB3,0.0,0.0,0.0
MAGEB4,0.0,0.0,0.0
MAGEB6,0.0,0.0,0.0
MAGEB6P1,0.0,0.0,0.0
MAGEC1,0.0,0.0,0.0
MAGEC2,0.0,0.0,0.0
MAGEC3,0.0,0.0,0.0
MAGED1,340.0,84.0,24.0
MAGED2,130.0,106.0,28.0
MAGED4,1.0,1.0,0.0
MAGED4B,0.0,0.0,0.0
MAGEE1,0.0,12.0,0.0
MAGEE2,0.0,0.0,0.0
MAGEF1,75.0,30.0,8.0
MAGEH1,99.0,41.0,7.0
MAGEL2,1.0,2.0,0.0
MAGI1,12.0,35.0,1.0
MAGI1.IT1,0.0,0.0,0.0
MAGI2,1.0,2.0,0.0
MAGI3,1.0,0.0,0.0
MAGIX,4.0,1.0,0.0
MAGOH,64.0,91.0,10.0
MAGOHB,13.0,14.0,6.0
MAGT1,74.0,62.0,25.0
MAK,0.0,0.0,0.0
MAK16,4.0,8.0,4.0
MAL,0.0,0.0,0.0
MAL2,6.0,8.0,3.0
MALAT1,650.0,551.0,311.0
MALL,0.0,27.0,0.0
MALRD1,0.0,0.0,0.0
MALSU1,60.0,44.0,6.0
MALT1,10.0,10.0,21.0
MAMDC2,3.0,0.0,0.0
MAMDC4,4.0,3.0,0.0
MAML1,65.0,77.0,25.0
MAML2,21.0,12.0,1.0
MAML3,6.0,54.0,4.0
MAMLD1,3.0,1.0,3.0
MAMSTR,1.0,3.0,0.0
MAN1A1,80.0,69.0,36.0
MAN1A2,99.0,66.0,11.0
MAN1B1,43.0,44.0,17.0
MAN1C1,7.0,17.0,13.0
MAN2A1,42.0,55.0,33.0
MAN2A2,10.0,5.0,4.0
MAN2B1,53.0,30.0,50.0
MAN2B2,0.0,0.0,0.0
MAN2C1,14.0,3.0,6.0
MANBA,49.0,25.0,51.0
MANBAL,74.0,43.0,19.0
MANEA,10.0,13.0,2.0
MANEAL,11.0,20.0,7.0
MANF,362.0,222.0,56.0
MANSC1,6.0,90.0,2.0
MAOA,4.0,3.0,3.0
MAOB,5.0,2.0,19.0
MAP10,1.0,2.0,0.0
MAP1B,260.0,145.0,22.0
MAP1LC3A,46.0,50.0,10.0
MAP1LC3B,201.0,186.0,44.0
MAP1LC3C,1.0,0.0,0.0
MAP1S,53.0,199.0,23.0
MAP2,37.0,13.0,5.0
MAP2K1,113.0,175.0,36.0
MAP2K2,209.0,154.0,62.0
MAP2K3,116.0,125.0,16.0
MAP2K4,56.0,19.0,14.0
MAP2K4P1,3.0,0.0,5.0
MAP2K5,18.0,6.0,7.0
MAP2K6,1.0,3.0,0.0
MAP2K7,76.0,36.0,21.0
MAP3K1,29.0,12.0,34.0
MAP3K10,8.0,2.0,1.0
MAP3K11,9.0,83.0,23.0
MAP3K12,11.0,10.0,7.0
MAP3K13,69.0,48.0,16.0
MAP3K14,3.0,1.0,8.0
MAP3K15,3.0,1.0,0.0
MAP3K19,0.0,0.0,0.0
MAP3K2,106.0,65.0,54.0
MAP3K3,56.0,105.0,19.0
MAP3K4,57.0,22.0,16.0
MAP3K5,23.0,7.0,1.0
MAP3K6,20.0,36.0,3.0
MAP3K7,33.0,28.0,5.0
MAP3K7CL,4.0,4.0,1.0
MAP3K8,24.0,11.0,11.0
MAP3K9,3.0,1.0,4.0
MAP4,178.0,90.0,21.0
MAP4K1,0.0,0.0,2.0
MAP4K2,5.0,56.0,24.0
MAP4K3,11.0,9.0,5.0
MAP4K4,263.0,266.0,25.0
MAP4K5,45.0,33.0,8.0
MAP6,6.0,8.0,5.0
MAP6D1,2.0,3.0,1.0
MAP7,12.0,2.0,4.0
MAP7D1,190.0,156.0,62.0
MAP7D2,0.0,0.0,0.0
MAP7D3,28.0,22.0,4.0
MAP9,36.0,8.0,4.0
MAPK1,104.0,54.0,59.0
MAPK10,8.0,4.0,1.0
MAPK11,2.0,41.0,4.0
MAPK12,10.0,34.0,5.0
MAPK13,1.0,1.0,3.0
MAPK14,35.0,44.0,16.0
MAPK15,1.0,0.0,0.0
MAPK1IP1L,127.0,128.0,38.0
MAPK3,111.0,196.0,39.0
MAPK4,2.0,4.0,2.0
MAPK6,54.0,22.0,15.0
MAPK7,17.0,16.0,1.0
MAPK8,22.0,38.0,4.0
MAPK8IP1,19.0,11.0,4.0
MAPK8IP2,9.0,8.0,1.0
MAPK8IP3,6.0,16.0,4.0
MAPK9,46.0,39.0,15.0
MAPKAP1,91.0,48.0,25.0
MAPKAPK2,532.0,295.0,69.0
MAPKAPK3,29.0,26.0,24.0
MAPKAPK5,25.0,15.0,8.0
MAPKBP1,14.0,15.0,9.0
MAPRE1,128.0,122.0,47.0
MAPRE2,96.0,106.0,21.0
MAPRE3,40.0,17.0,17.0
MAPT,9.0,9.0,1.0
MARC1,0.0,3.0,0.0
MARC2,16.0,14.0,1.0
MARCH1,0.0,0.0,17.0
MARCH10,0.0,0.0,0.0
MARCH2,32.0,50.0,31.0
MARCH3,6.0,50.0,4.0
MARCH4,2.0,2.0,2.0
MARCH5,34.0,45.0,8.0
MARCH6,86.0,107.0,25.0
MARCH7,67.0,57.0,16.0
MARCH8,28.0,17.0,12.0
MARCH9,20.0,23.0,5.0
MARCKS,677.0,322.0,50.0
MARCKSL1,224.0,586.0,51.0
MARCO,0.0,22.0,0.0
MARK1,12.0,7.0,1.0
MARK2,35.0,47.0,23.0
MARK3,78.0,46.0,11.0
MARK4,37.0,49.0,5.0
MARS,148.0,86.0,28.0
MARS2,6.0,16.0,0.0
MARVELD1,80.0,23.0,17.0
MARVELD2,1.0,4.0,2.0
MARVELD3,0.0,1.0,0.0
MAS1,0.0,0.0,0.0
MAS1L,0.0,0.0,0.0
MASP1,0.0,0.0,0.0
MASP2,0.0,0.0,0.0
MAST1,1.0,1.0,0.0
MAST2,12.0,6.0,2.0
MAST3,11.0,5.0,0.0
MAST4,12.0,60.0,18.0
MASTL,9.0,4.0,3.0
MAT1A,0.0,0.0,3.0
MAT2A,145.0,78.0,78.0
MAT2B,68.0,97.0,26.0
MATK,0.0,15.0,6.0
MATN1,0.0,0.0,0.0
MATN2,11.0,11.0,1.0
MATN3,0.0,0.0,0.0
MATN4,0.0,0.0,0.0
MATR3,67.0,73.0,32.0
MAU2,36.0,34.0,17.0
MAVS,28.0,9.0,8.0
MAX,106.0,148.0,46.0
MAZ,147.0,117.0,40.0
MB,0.0,0.0,0.0
MB21D1,1.0,6.0,4.0
MB21D2,12.0,29.0,14.0
MBD1,43.0,35.0,20.0
MBD2,77.0,96.0,44.0
MBD3,109.0,68.0,18.0
MBD3L1,0.0,0.0,0.0
MBD3L2,0.0,0.0,0.0
MBD3L3,0.0,0.0,0.0
MBD3L4,0.0,0.0,0.0
MBD3L5,0.0,0.0,0.0
MBD4,45.0,32.0,22.0
MBD5,6.0,11.0,3.0
MBD6,43.0,34.0,14.0
MBIP,11.0,11.0,3.0
MBL1P,0.0,0.0,1.0
MBL2,0.0,0.0,0.0
MBLAC1,3.0,1.0,0.0
MBLAC2,3.0,4.0,2.0
MBNL1,101.0,91.0,61.0
MBNL2,21.0,52.0,6.0
MBNL3,6.0,8.0,6.0
MBOAT1,0.0,0.0,0.0
MBOAT2,29.0,24.0,2.0
MBOAT4,0.0,1.0,1.0
MBOAT7,66.0,81.0,80.0
MBP,4.0,10.0,57.0
MBTD1,0.0,0.0,2.0
MBTPS1,75.0,61.0,21.0
MBTPS2,37.0,9.0,3.0
MC1R,4.0,1.0,1.0
MC2R,0.0,0.0,0.0
MC3R,0.0,0.0,0.0
MC4R,0.0,0.0,0.0
MC5R,0.0,0.0,0.0
MCAM,53.0,447.0,0.0
MCAT,19.0,18.0,0.0
MCC,62.0,28.0,2.0
MCCC1,2.0,3.0,8.0
MCCC2,11.0,13.0,7.0
MCCD1,0.0,0.0,0.0
MCEE,11.0,6.0,1.0
MCEMP1,0.0,0.0,29.0
MCF2,0.0,0.0,0.0
MCF2L,3.0,93.0,0.0
MCF2L2,0.0,1.0,0.0
MCFD2,129.0,94.0,30.0
MCHR1,6.0,0.0,0.0
MCHR2,0.0,0.0,0.0
MCIDAS,0.0,0.0,0.0
MCL1,417.0,347.0,148.0
MCM10,0.0,0.0,2.0
MCM2,4.0,4.0,9.0
MCM3,32.0,84.0,18.0
MCM3AP,46.0,47.0,21.0
MCM4,6.0,5.0,6.0
MCM5,11.0,10.0,23.0
MCM6,24.0,15.0,15.0
MCM7,50.0,66.0,30.0
MCM8,6.0,6.0,2.0
MCM9,0.0,2.0,1.0
MCMBP,47.0,69.0,14.0
MCMDC2,0.0,0.0,0.0
MCOLN1,40.0,24.0,17.0
MCOLN2,0.0,0.0,3.0
MCOLN3,1.0,1.0,0.0
MCPH1,20.0,6.0,1.0
MCRS1,37.0,38.0,15.0
MCTP1,0.0,26.0,4.0
MCTP2,7.0,4.0,3.0
MCTS1,57.0,57.0,6.0
MCU,11.0,12.0,8.0
MCUR1,61.0,42.0,13.0
MDC1,7.0,6.0,3.0
MDFI,63.0,59.0,0.0
MDFIC,47.0,28.0,12.0
MDGA1,6.0,0.0,0.0
MDGA2,0.0,0.0,1.0
MDH1,135.0,71.0,34.0
MDH1B,0.0,0.0,0.0
MDH2,261.0,177.0,67.0
MDK,92.0,158.0,5.0
MDM1,4.0,4.0,4.0
MDM2,30.0,20.0,7.0
MDM4,20.0,30.0,17.0
MDN1,23.0,18.0,9.0
MDP1,22.0,10.0,7.0
MDS2,1.0,0.0,0.0
ME1,8.0,2.0,3.0
ME2,22.0,31.0,44.0
ME3,7.0,12.0,1.0
MEA1,112.0,105.0,48.0
MEAF6,54.0,65.0,18.0
MECOM,0.0,42.0,0.0
MECP2,68.0,51.0,21.0
MECR,16.0,8.0,4.0
MED1,51.0,75.0,11.0
MED10,59.0,78.0,10.0
MED11,32.0,24.0,19.0
MED12,17.0,28.0,9.0
MED12L,2.0,0.0,1.0
MED13,82.0,50.0,19.0
MED13L,56.0,54.0,3.0
MED14,21.0,31.0,6.0
MED14OS,2.0,0.0,1.0
MED15,85.0,57.0,24.0
MED15P1,0.0,0.0,0.0
MED15P6,0.0,0.0,0.0
MED15P9,0.0,0.0,0.0
MED16,22.0,25.0,3.0
MED17,23.0,28.0,11.0
MED18,4.0,6.0,1.0
MED19,60.0,46.0,10.0
MED20,9.0,13.0,2.0
MED21,36.0,21.0,7.0
MED22,15.0,19.0,9.0
MED23,18.0,16.0,3.0
MED24,44.0,49.0,18.0
MED25,17.0,16.0,9.0
MED26,11.0,9.0,0.0
MED27,50.0,43.0,12.0
MED28,85.0,101.0,27.0
MED29,32.0,26.0,9.0
MED30,38.0,22.0,14.0
MED31,21.0,32.0,4.0
MED4,72.0,61.0,14.0
MED6,27.0,32.0,8.0
MED7,6.0,9.0,4.0
MED8,31.0,8.0,3.0
MED9,10.0,9.0,2.0
MEDAG,368.0,92.0,0.0
MEF2A,42.0,97.0,15.0
MEF2B,0.0,0.0,0.0
MEF2BNB,15.0,10.0,3.0
MEF2BNB.MEF2B,0.0,0.0,0.0
MEF2C,49.0,160.0,3.0
MEF2D,106.0,81.0,23.0
MEFV,0.0,0.0,4.0
MEG3,40.0,18.0,9.0
MEG8,0.0,0.0,0.0
MEG9,1.0,0.0,0.0
MEGF10,0.0,0.0,0.0
MEGF11,1.0,0.0,0.0
MEGF6,2.0,1.0,1.0
MEGF8,16.0,17.0,4.0
MEGF9,11.0,10.0,9.0
MEI1,3.0,2.0,9.0
MEIG1,0.0,1.0,0.0
MEIKIN,0.0,0.0,0.0
MEIOB,0.0,0.0,0.0
MEIS1,30.0,5.0,3.0
MEIS2,40.0,69.0,15.0
MEIS3,34.0,1.0,0.0
MELK,1.0,0.0,0.0
MEMO1,55.0,29.0,16.0
MEN1,37.0,42.0,5.0
MEOX1,0.0,0.0,0.0
MEOX2,3.0,1.0,1.0
MEP1A,0.0,0.0,1.0
MEP1B,0.0,0.0,0.0
MEPCE,31.0,62.0,14.0
MEPE,0.0,0.0,0.0
MERTK,2.0,5.0,23.0
MESDC1,62.0,116.0,20.0
MESDC2,80.0,64.0,20.0
MESP1,0.0,5.0,1.0
MESP2,0.0,0.0,0.0
MEST,6.0,1.0,0.0
MESTIT1,0.0,0.0,0.0
MET,1.0,6.0,4.0
METAP1,32.0,28.0,7.0
METAP1D,2.0,5.0,0.0
METAP2,122.0,81.0,39.0
METRN,133.0,87.0,28.0
METRNL,90.0,64.0,69.0
METTL1,28.0,16.0,3.0
METTL10,8.0,25.0,2.0
METTL11B,0.0,0.0,0.0
METTL12,13.0,14.0,6.0
METTL13,20.0,28.0,7.0
METTL14,17.0,25.0,7.0
METTL15,18.0,6.0,2.0
METTL16,20.0,10.0,9.0
METTL17,53.0,39.0,12.0
METTL18,2.0,6.0,1.0
METTL20,1.0,0.0,2.0
METTL21A,19.0,22.0,9.0
METTL21B,7.0,4.0,3.0
METTL21C,0.0,0.0,0.0
METTL21EP,0.0,0.0,0.0
METTL22,20.0,10.0,5.0
METTL23,28.0,26.0,16.0
METTL25,3.0,3.0,2.0
METTL2A,2.0,2.0,4.0
METTL2B,7.0,10.0,6.0
METTL3,11.0,12.0,3.0
METTL4,6.0,16.0,3.0
METTL5,130.0,98.0,68.0
METTL6,7.0,2.0,0.0
METTL7A,14.0,6.0,20.0
METTL7B,0.0,0.0,0.0
METTL8,6.0,7.0,3.0
METTL9,127.0,191.0,58.0
MEX3A,14.0,13.0,1.0
MEX3B,7.0,13.0,0.0
MEX3C,50.0,54.0,3.0
MEX3D,129.0,98.0,5.0
MFAP1,24.0,28.0,8.0
MFAP2,111.0,47.0,1.0
MFAP3,0.0,6.0,0.0
MFAP3L,4.0,8.0,0.0
MFAP4,78.0,1.0,0.0
MFAP5,1.0,3.0,0.0
MFF,115.0,85.0,32.0
MFGE8,541.0,70.0,2.0
MFHAS1,39.0,63.0,6.0
MFI2,0.0,2.0,2.0
MFN1,31.0,19.0,3.0
MFN2,53.0,40.0,25.0
MFNG,1.0,63.0,15.0
MFRP,0.0,0.0,0.0
MFSD1,46.0,33.0,56.0
MFSD10,61.0,68.0,32.0
MFSD11,11.0,25.0,11.0
MFSD12,31.0,17.0,24.0
MFSD2A,12.0,2.0,2.0
MFSD2B,11.0,32.0,14.0
MFSD3,17.0,11.0,7.0
MFSD4,0.0,2.0,0.0
MFSD5,49.0,62.0,19.0
MFSD6,12.0,33.0,8.0
MFSD6L,0.0,0.0,0.0
MFSD7,20.0,12.0,10.0
MFSD8,5.0,10.0,3.0
MFSD9,6.0,5.0,5.0
MGA,13.0,14.0,4.0
MGAM,0.0,0.0,0.0
MGAM2,0.0,0.0,0.0
MGARP,0.0,2.0,0.0
MGAT1,224.0,286.0,293.0
MGAT2,35.0,28.0,13.0
MGAT3,5.0,13.0,0.0
MGAT4A,3.0,29.0,29.0
MGAT4B,170.0,238.0,58.0
MGAT4C,0.0,0.0,0.0
MGAT4D,0.0,0.0,0.0
MGAT4EP,0.0,0.0,0.0
MGAT5,67.0,44.0,19.0
