,UCSC_RefGene_Name
cg11611600,ADAMTSL3
cg11613875,C9orf72
cg11614809,NDP
cg11617144,GPT
cg11618577,KRTCAP3
cg11619390,ZBTB8B
cg11620807,IRS1
cg11625178,TMPO
cg11626791,TLK1
cg11628034,RPS16
cg11628282,MFN1
cg11628487,SET
cg11631275,SDAD1
cg11632617,PPCDC
cg11635563,ENOX1
cg11638200,PRKCQ
cg11639397,VASP
cg11639651,HKDC1
cg11644586,CCDC87
cg11644586,CCS
cg11646704,IPO4
cg11646887,SCRN2
cg11648289,EN2
cg11648471,MOSPD2
cg11648471,FANCB
cg11649654,NDUFAF2
cg11649654,ERCC8
cg11653266,MRPL38
cg11653271,SNRNP25
cg11653271,POLR3K
cg11653864,ELK1
cg11654737,BCKDHB
cg11656547,MAMDC2
cg11657615,ZDHHC1
cg11657808,RYR2
cg11659747,SCARB2
cg11661234,RLIM
cg11662098,GOPC
cg11664825,XKRX
cg11665562,PSMC1
cg11665588,SESN3
cg11666924,STXBP3
cg11668512,ZHX3
cg11668923,ADAM12
cg11670211,NOX4
cg11672225,RNF185
cg11673092,ARMC3
cg11673969,EPHB4
cg11680158,TTC39B
cg11680236,NME6
cg11681617,GAB3
cg11688219,THAP3
cg11688469,TNNI1
cg11691938,CASP3
cg11693019,AKR1B10
cg11694641,SLC25A3
cg11695266,DNAJB6
cg11695358,MAPK15
cg11695601,CHN1
cg11696575,ING3
cg11700429,ANAPC1
cg11706163,C9
cg11706746,B3GAT3
cg11706911,AGMAT
cg11710000,FZD3
cg11713008,POP1
cg11713008,HRSP12
cg11713029,CCDC84
cg11715903,FERMT2
cg11715966,CCDC8
cg11715999,ATP5G1
cg11718315,PARP16
cg11719157,PITPNA
cg11719297,RIPK4
cg11719452,MEPCE
cg11719452,ZCWPW1
cg11722531,APC2
cg11724134,RNF39
cg11730961,SFPQ
cg11732619,SLIT3
cg11735605,IKZF2
cg11743470,GCNT4
cg11744351,UBL3
cg11747499,SSH1
cg11747771,GLDC
cg11748006,CAPNS1
cg11750883,CRCT1
cg11752275,GNLY
cg11754095,CTSO
cg11754343,RPAIN
cg11754343,NUP88
cg11754676,ZNF10
cg11761535,TM4SF18
cg11766698,UQCRC2
cg11767711,APLP1
cg11769360,ERAP2
cg11780382,C6orf62
cg11783451,CCDC126
cg11786750,DYNC1LI1
cg11787839,LMLN
cg11787839,IQCG
cg11793332,ELF1
cg11793380,C1QTNF6
cg11795262,GATAD2A
cg11797883,ARPC5L
cg11802692,FKBP14
cg11806389,ZNF446
cg11806565,PHKA1
cg11808757,TUBGCP6
cg11808874,FAM136A
cg11810837,ARMCX5
cg11814446,LEMD3
cg11815363,KCNK1
cg11816577,YWHAE
cg11819013,IMPDH2
cg11819429,C14orf119
cg11819429,ACIN1
cg11820497,ATG4D
cg11820734,MRPL35
cg11821147,ZFC3H1
cg11821147,THAP2
cg11826116,ATF4
cg11828669,ZBTB1
cg11828669,ZBTB25
cg11832722,DSC3
cg11832727,RERE
cg11833861,TMEM98
cg11835197,TFAP2E
cg11835355,APOL3
cg11837864,FAM134A
cg11840540,FXYD5
cg11840540,FXYD7
cg11841758,MAGOH
cg11843760,DFFA
cg11847459,MBIP
cg11847808,EPHA8
cg11848539,TNFRSF21
cg11849692,LDB1
cg11852073,C1orf56
cg11856093,ARID1A
cg11856697,DNAI2
cg11860203,CCL2
cg11861730,ETS1
cg11864993,PCDHB8
cg11868029,CTSC
cg11868900,EFCAB1
cg11871280,SLC16A7
cg11873854,LCN6
cg11876919,HMG20A
cg11879577,ARL6IP1
cg11880892,PPA1
cg11882252,CMBL
cg11885098,EFNA2
cg11887234,SMUG1
cg11890956,PSMG1
cg11891504,HAUS4
cg11893236,PRMT7
cg11893236,SLC7A6OS
cg11896923,PNMT
cg11897314,PRR16
cg11903096,PPP2R5C
cg11903880,GSTM4
cg11904887,MUL1
cg11905589,PAIP2
cg11905617,KLHL20
cg11906718,RNF19A
cg11909310,GTPBP10
cg11911418,ELAC1
cg11913104,RAD23A
cg11916609,IL1RL1
cg11917694,STAMBPL1
cg11919694,TBC1D10B
cg11920519,MAP1LC3A
cg11928366,NDUFB7
cg11932564,TNFRSF13C
cg11933267,PLA2G2F
cg11934695,ADRA1D
cg11935147,PDE4DIP
cg11935638,EHHADH
cg11939071,DTX1
cg11946165,CTSK
cg11948328,HSD17B12
cg11951446,COX17
cg11952714,SNX7
cg11953334,GRIN2D
cg11956146,CABYR
cg11957880,UBE2N
cg11959821,TBRG4
cg11964613,ARSE
cg11970301,PPP4C
cg11976166,TGFB2
cg11976616,C6
cg11979959,SULF2
cg11980188,CYP2R1
cg11981631,ABCC8
cg11983245,KRT15
cg11984608,CLDN16
cg11985856,SAR1A
cg11991859,NPAS3
cg11993300,NDST2
cg11995303,DCUN1D5
cg11998307,SCARF1
cg12001148,KLHL35
cg12002314,CHRAC1
cg12004206,NACC2
cg12012699,DYM
cg12017007,PHF12
cg12018696,TRA2B
cg12019109,AZGP1
cg12024906,HKR1
cg12026394,ANP32B
cg12026956,TNPO1
cg12032009,VPS13C
cg12034229,HUS1
cg12042678,SUV39H2
cg12043807,ZNF367
cg12044689,HIATL1
cg12044889,NQO2
cg12045002,DPYSL5
cg12054421,PASK
cg12056618,KLF13
cg12058490,A2M
cg12059012,ABHD5
cg12062464,KAT2B
cg12062492,DHRS4
cg12062995,RFC1
cg12063359,KCNK15
cg12064213,WWC3
cg12064626,SH3BGR
cg12064929,DYDC2
cg12066181,DNMT3A
cg12067261,INSL4
cg12072001,SPON2
cg12073537,TUBA1C
cg12073594,ARFGAP1
cg12073949,RPTOR
cg12079362,ATP6V0B
cg12082129,RNF214
cg12082129,PCSK7
cg12082568,CITED2
cg12082615,SETDB1
cg12085044,NAE1
cg12086773,MMADHC
cg12087643,GFRA1
cg12089439,TUSC3
cg12090242,ATP6V1E1
cg12090388,RPL11
cg12091331,PLAT
cg12091944,BARD1
cg12095167,RAB2A
cg12099357,FAM76A
cg12100077,KLHL7
cg12104707,ZNF426
cg12105450,CASP10
cg12106731,NCDN
cg12106731,KIAA0319L
cg12106945,COL13A1
cg12108912,TMEM177
cg12111714,ATP8A2
cg12112929,GPR3
cg12113132,TMEM62
cg12113932,RBCK1
cg12118465,EFHD1
cg12124478,IQGAP3
cg12125691,COX6C
cg12126248,NDUFA5
cg12126786,SCAMP1
cg12128017,EPHA10
cg12133004,C12orf54
cg12137206,GPAM
cg12146151,ITGB4
cg12148919,PTPRK
cg12152256,ZNF410
cg12153542,REM1
cg12163132,TBX2
cg12164282,PXDN
cg12168164,TARS
cg12172720,SYNPO
cg12177001,IFI27
cg12177677,CYTIP
cg12177743,TTC12
cg12180123,PAPOLG
cg12185908,SGOL1
cg12187567,CCNE2
cg12188416,TP63
cg12188560,CNTFR
cg12188860,TOP1MT
cg12189880,RHOV
cg12194493,PIGG
cg12197254,ITFG3
cg12204727,COMMD4
cg12205047,IGSF3
cg12205230,TPM3
cg12213457,CHPT1
cg12213910,RAET1E
cg12219753,KIAA1328
cg12220493,NKX2-1
cg12224394,PNKD
cg12224394,AAMP
cg12227762,GNPNAT1
cg12228611,PPIL2
cg12228707,ADM
cg12230010,EIF4EBP2
cg12232463,LONRF2
cg12237269,SLN
cg12237946,PGBD4
cg12246527,MAP2K5
cg12247247,RPL23
cg12251508,RBM3
cg12254515,DERL1
cg12256080,ABT1
cg12256228,RING1
cg12259256,TMEM101
cg12259537,ZNF606
cg12264551,SPRYD4
cg12265829,ADCY4
cg12266024,FAM126A
cg12266551,TOMM40
cg12270520,ZNF517
cg12274567,SH2D1B
cg12276904,H1FX
cg12280407,KCTD12
cg12286890,XCL2
cg12288726,ARF5
cg12290002,FBXO5
cg12294121,GABRB1
cg12297221,ART5
cg12302621,SLC28A1
cg12308275,TGM5
cg12311132,RCN1
cg12315959,DNAJC12
cg12316147,RGP1
cg12316147,GBA2
cg12317456,MMP2
cg12318316,NDUFB2
cg12320676,E2F6
cg12323894,DBI
cg12323894,C2orf76
cg12324144,LRRC34
cg12324629,ULK2
cg12330929,USP9X
cg12331389,RBP4
cg12331980,CCDC141
cg12333095,ANKRD13A
cg12334759,ODF3L2
cg12336540,RCSD1
cg12339802,C1orf109
cg12340144,XYLB
cg12341414,REPS1
cg12343777,ALOX15B
cg12344605,MAP2K4
cg12345724,CDCA4
cg12348970,SLC24A2
cg12353516,MAPK7
cg12354377,ANK3
cg12356261,NES
cg12360373,ATXN2L
cg12360736,MBNL1
cg12365667,HLA-DPB1
cg12370791,HOXB9
cg12371177,PLEKHG6
cg12373771,CECR6
cg12377712,ATP6V1G1
cg12379145,PRDM2
cg12388309,PAK7
cg12391048,PRSS27
cg12391921,ITGB1BP2
cg12397274,TINAG
cg12398332,GPRC5B
cg12398397,BPTF
cg12400881,PPL
cg12402495,C1orf43
cg12402495,UBAP2L
cg12406417,BCR
cg12406460,ATP5L
cg12406559,ZNF532
cg12408911,SLC7A5
cg12419067,CRELD1
cg12422683,MICAL2
cg12424817,LAPTM4B
cg12425673,WNK1
cg12426141,TCF12
cg12428416,GJA3
cg12428604,PHTF2
cg12428604,TMEM60
cg12430845,NIPBL
cg12431401,RINL
cg12431699,CDK5RAP1
cg12433691,GCC2
cg12434779,ARHGAP6
cg12435359,BTBD1
cg12437239,GOLIM4
cg12438034,MAGEF1
cg12438037,MRPS2
cg12438666,C2orf15
cg12439899,TFAP2A
cg12444340,RBM5
cg12445208,ZNF583
cg12448933,RAB37
cg12452010,ADO
cg12452675,ACOX1
cg12454725,SYT17
cg12461141,TRIM22
cg12465398,PPIL3
cg12465398,NIF3L1
cg12467191,CSK
cg12468189,SRPK3
cg12476968,SLC12A6
cg12477012,NASP
cg12478978,FLOT1
cg12480658,ATF2
cg12484193,DUSP19
cg12485992,SPATA22
cg12489819,FDPS
cg12489960,SGCB
cg12497851,TBC1D14
cg12507125,WWTR1
cg12508214,FBXO32
cg12508624,THY1
cg12513308,CKLF
cg12514620,SSBP3
cg12515371,PPP1R16A
cg12517167,RBMX
cg12520111,PPIA
cg12529801,C16orf72
cg12530021,SIGLEC12
cg12531003,ZNF580
cg12532500,STARD13
cg12532667,EMCN
cg12533010,PSMA3
cg12533335,TAF1C
cg12534466,SLC25A38
cg12535715,HTRA4
cg12536534,G6PD
cg12542281,N4BP2L2
cg12542604,ANKS1A
cg12542604,TAF11
cg12548064,ANKRD46
cg12548454,PSAT1
cg12554573,PARP3
cg12554573,RRP9
cg12554819,REV1
cg12554857,HPGDS
cg12555907,MBP
cg12558519,KLHL26
cg12561748,ZKSCAN4
cg12562500,CLPP
cg12563178,PLXDC2
cg12564453,CETP
cg12566415,LHB
cg12567315,TSPAN13
cg12568776,EPB41L4B
cg12572278,OAF
cg12573766,RPS3
cg12575181,PIGH
cg12578480,MSRB2
cg12583908,RFC4
cg12585943,PPT2
cg12588476,ZSCAN21
cg12591323,SMARCAL1
cg12592716,CUL1
cg12592779,ZNF12
cg12598575,BOD1
cg12600197,NEIL1
cg12603043,EHD2
cg12609467,DAG1
cg12610744,KRT4
cg12612336,PRPSAP1
cg12616277,ESYT3
cg12618251,FZD7
cg12619162,FXYD4
cg12619509,DNASE1L2
cg12620111,ZNF70
cg12622273,LGI4
cg12623088,DIS3L
cg12624523,GPLD1
cg12626085,UEVLD
cg12626411,PRG4
cg12628956,RFESD
cg12629083,SENP1
cg12629083,PFKM
cg12629515,HIST1H3J
cg12639234,NAT2
cg12640109,ASRGL1
cg12641660,TTF2
cg12643877,ARHGAP27
cg12644353,ACTR3
cg12647320,POGZ
cg12647643,PTPN13
cg12650011,TSPAN12
cg12650780,SH3BGRL
cg12650926,ITPR3
cg12653105,PLP2
cg12654845,CLDN2
cg12662162,C6orf106
cg12663253,PIK3R1
cg12671744,FAAH
cg12674192,MAK16
cg12676081,RIOK2
cg12680071,COX6B1
cg12687215,FAM50A
cg12687463,CFHR1
cg12689375,DDX3X
cg12689475,RPUSD1
cg12689475,CHTF18
cg12696750,DNALI1
cg12697789,TLR3
cg12699145,TMC7
cg12701576,PEX19
cg12703269,PSTPIP1
cg12707233,WNK3
cg12709412,C18orf8
cg12716838,B3GALNT1
cg12717203,ZNF718
cg12724827,CENPI
cg12731488,SYTL5
cg12733079,DOCK4
cg12733079,ZNF277
cg12733430,KLHL8
cg12736438,RAB20
cg12737574,PDIA3
cg12738197,ZNF572
cg12739034,PTGER3
cg12739647,SFT2D2
cg12741420,IRF4
cg12744185,PCTP
cg12748258,HR
cg12754854,PHYHD1
cg12758687,DRD2
cg12762799,CLEC4E
cg12763546,ZNF232
cg12766348,CLK4
cg12768605,LYPD5
cg12771281,SLC38A6
cg12771281,TRMT5
cg12774845,ENTPD5
cg12775479,IGSF10
cg12780286,IQCB1
cg12780286,EAF2
cg12781218,C7orf31
cg12781395,C14orf178
cg12781395,SNW1
cg12783640,ABCC5
cg12784172,TUBGCP4
cg12784172,ZSCAN29
cg12785087,NAA40
cg12785675,ARMC2
cg12785689,EIF6
cg12787624,LIMA1
cg12788061,TIGD3
cg12789833,FBXO22
cg12790134,VCPIP1
cg12792011,ZNF329
cg12792366,LRRFIP2
cg12793610,TRIM2
cg12796229,SLMO1
cg12797788,CENPT
cg12797788,NUTF2
cg12800145,GPRC5D
cg12806521,NOP2
cg12809314,ZNF445
cg12810190,ZNF740
cg12810190,CSAD
cg12813792,C20orf85
cg12813922,RAB3GAP1
cg12815142,SPAG7
cg12815916,PTPN18
cg12819826,PPAN
cg12820481,NEK2
cg12820608,RARG
cg12821724,SLC23A2
cg12825252,TTC31
cg12830829,TMX1
cg12832649,SPOCK1
cg12833508,AP1S3
cg12833720,BCL3
cg12835684,MFSD5
cg12836610,MTCH2
cg12836863,BRCA2
cg12845249,THAP11
cg12850636,TJP3
cg12855851,PGC
cg12855988,RPS12
cg12856392,ZNF107
cg12858460,EOMES
cg12858514,PADI3
cg12864581,NKAIN1
cg12864853,TPBG
cg12867068,CDKL1
cg12870705,NRP1
cg12871124,STARD4
cg12874092,VIM
cg12876594,NPR2
cg12878228,PRSS1
cg12883767,SLC26A10
cg12884406,COL11A1
cg12888039,ADIPOR1
cg12888961,CDK17
cg12900739,RRAGB
cg12909005,ZNRD1
cg12910797,HOXB3
cg12914014,USP7
cg12914062,EXOC1
cg12914362,FZD8
cg12914657,GIMAP1
cg12927617,ORM1
cg12927772,C9orf64
cg12932195,CRELD2
cg12932195,ALG12
cg12937434,BZRAP1
cg12939527,TNIP2
cg12941369,PDCD6IP
cg12946690,SMG6
cg12946690,SRR
cg12951282,ASGR2
cg12952132,NCR1
cg12952136,GRSF1
cg12955583,KNDC1
cg12960248,GFOD2
cg12962021,LIN9
cg12963312,TRAM2
cg12965512,TSPAN8
cg12966875,SLPI
cg12967560,LYSMD4
cg12983442,ZNF552
cg12985418,MIB1
cg12989642,PURB
cg12989650,ARHGEF15
cg12990410,PCDHB4
cg12991341,TMEM74
cg12994003,LBR
cg12997958,FLII
cg12998491,FAM78A
cg13002939,PDGFRA
cg13006591,TLR6
cg13021384,SLC27A2
cg13022174,SS18
cg13026483,TMEM161A
cg13033853,FIBCD1
cg13035743,PRRT1
cg13041032,MMP13
cg13042487,ZFYVE21
cg13042487,XRCC3
cg13043862,EYA1
cg13044136,AES
cg13055278,ID2
cg13056269,MCM6
cg13057368,SSB
cg13064571,C8orf44
cg13066542,RFK
cg13067215,TPPP3
cg13073894,ZNF566
cg13078388,CIRBP
cg13080465,MANSC1
cg13083810,POU5F1
cg13084335,CRYAB
cg13084335,HSPB2
cg13084429,VWA2
cg13084525,EHF
cg13088755,P2RY10
cg13097407,CRIP3
cg13102585,RUNDC3A
cg13105904,CBLN3
cg13105904,KHNYN
cg13107169,N4BP2
cg13108181,ZNF141
cg13108328,PLEKHA5
cg13109289,C1GALT1
cg13112336,MCM9
cg13113656,CLTC
cg13114389,ENTPD7
cg13117105,PAQR5
cg13118748,C6orf136
cg13125997,PKD1
cg13127386,SLC4A8
cg13129046,C10orf35
cg13133148,SNAPC5
cg13144004,UMPS
cg13144783,CCR1
cg13145440,FAM117A
cg13149996,EIF4G3
cg13150441,RNF40
cg13150596,GIPC1
cg13152535,CLEC11A
cg13153865,OSGIN2
cg13156121,TEPP
cg13158571,CYP4X1
cg13159566,CCDC59
cg13160888,NIPSNAP3B
cg13163729,SIX3
cg13164537,CD226
cg13169373,APP
cg13174077,CUL4B
cg13176979,HMGN3
cg13179915,KCNK7
cg13179983,PIK3R2
cg13180809,HPS1
cg13181019,MPP7
cg13183496,FAM120C
cg13184872,PNPLA3
cg13191808,PCSK9
cg13199589,RIMKLA
cg13202751,SLC6A3
cg13205516,GBAS
cg13208492,TSN
cg13214422,MYOZ3
cg13216057,DKK3
cg13217373,RPS6KA2
cg13219107,LRBA
cg13224710,TGIF1
cg13228642,IER5
cg13230197,CSPG4
cg13230584,GSTK1
cg13233799,PTPRF
cg13236854,NAPA
cg13237906,SLC26A2
cg13240311,PKIG
cg13240598,FLVCR1
cg13246654,CAMK2D
cg13247990,MYLK3
cg13249256,MAEL
cg13255096,MAP3K5
cg13255190,GALNT8
cg13258606,FDX1
cg13260633,CBR4
cg13262752,YIPF1
cg13263483,GJB3
cg13264208,SEC61A1
cg13264741,GRIN2B
cg13265003,SLC37A1
cg13266292,RPS15
cg13271963,ANKRD2
cg13272258,USP2
cg13273136,PSD4
cg13277179,PHKG2
cg13277385,DECR1
cg13277939,CTAGE5
cg13278334,PIH1D1
cg13281719,ATG16L1
cg13285447,NUMBL
cg13286902,TRMT2B
cg13288195,FBXL22
cg13289561,METTL1
cg13294509,GLE1
cg13294594,MAST1
cg13296371,TMEM128
cg13296563,RPL6
cg13297865,ELOVL4
cg13300756,HAS1
cg13301014,SPINT2
cg13301933,RORA
cg13306164,HPCA
cg13306784,INPP5E
cg13311440,CD48
cg13313036,SLC29A2
cg13316191,CDCA7L
cg13319175,CAPZB
cg13320683,RHOBTB1
cg13322449,CEACAM3
cg13323752,SLC2A14
cg13325666,MLLT4
cg13332088,C14orf80
cg13332925,AGPS
cg13334990,ENO2
cg13335112,ABHD12B
cg13336167,ZNF579
cg13338132,ANKS1B
cg13340269,TMEM35
cg13346032,TBC1D22A
cg13346411,CCKBR
cg13347296,PFDN4
cg13350481,EXOG
cg13350783,KRT13
cg13351161,SCARA3
cg13351698,CBX3
cg13351698,HNRNPA2B1
cg13353683,PTRF
cg13359415,LGI2
cg13360150,LIN7C
cg13360404,KLHDC10
cg13365761,SCNN1G
cg13368786,ACSS2
cg13370916,STARD8
cg13379236,EGF
cg13379763,CCDC108
cg13382694,ZNF652
cg13384396,ADCY5
cg13386884,PTDSS2
cg13396213,ZNF575
cg13398993,ARMC1
cg13401339,FKBP1B
cg13401681,GRPR
cg13401987,APH1B
cg13404558,PANK3
cg13406768,MFF
cg13407883,SIGLEC9
cg13412063,SOS1
cg13414044,RNF170
cg13414044,HOOK3
cg13415207,PMAIP1
cg13415434,P4HTM
cg13417824,RPP38
cg13417824,C10orf111
cg13423076,CXXC1
cg13424229,CPA3
cg13430425,ADSL
cg13433272,CDK8
cg13435381,LGR5
cg13435792,ERP27
cg13436343,PUM1
cg13436799,LRP2
cg13437593,MED24
cg13438543,TBCA
cg13438673,ZNF526
cg13439730,PRSS8
cg13446199,PSCA
cg13446235,CENPBD1
cg13446852,LEPR
cg13446852,LEPROT
cg13447818,FLG
cg13448401,VPS35
cg13448625,COL17A1
cg13449372,C10orf2
cg13449372,MRPL43
cg13450057,HAUS3
cg13450057,POLN
cg13461509,ECHDC2
cg13461600,ABCF3
cg13463367,PSMC2
cg13464062,RP9
cg13469311,PGRMC2
cg13470920,VAV1
cg13471990,ENTPD1
cg13473383,ZDHHC5
cg13474734,C15orf52
cg13481359,EGR4
cg13490635,RBPMS
cg13490971,NDFIP1
cg13492227,FGF11
cg13493559,PLCB3
cg13496066,TMEM231
cg13501507,DMXL2
cg13501999,CACNB1
cg13502356,ZMPSTE24
cg13504059,CCR7
cg13509147,CREB3L3
cg13510327,NEU1
cg13514129,MACF1
cg13515674,HMGB2
cg13517305,CHCHD6
cg13517968,UPK1A
cg13518195,NUDT16
cg13519373,CXCR1
cg13520327,KCNH6
cg13530946,IARS2
cg13531460,GPR55
cg13531842,ZNF37A
cg13539030,ARL4C
cg13547299,TOLLIP
cg13547644,ACTA1
cg13548361,PSD
cg13548361,FBXL15
cg13551243,ZNF7
cg13552650,MORC3
cg13553204,CNKSR1
cg13554114,TERF1
cg13555884,AGAP4
cg13562542,EIF4E3
cg13562911,ELOVL2
cg13563405,ASAH1
cg13565157,PDE1B
cg13565215,DSCAML1
cg13572545,FBXO30
cg13573276,SDR16C5
cg13575604,TCP11L1
cg13576061,IL6ST
cg13576290,FAM179A
cg13577076,PRKAR1B
cg13578400,EDC4
cg13587552,SCNN1D
cg13587740,HEXA
cg13588645,R3HDM1
cg13588645,ZRANB3
cg13592003,ZNF250
cg13593287,SPTB
cg13599477,NET1
cg13605579,ALPP
cg13614083,KCNAB2
cg13615963,CCR6
cg13616221,WIPI1
cg13617782,GART
cg13617782,SON
cg13618372,SPTBN1
cg13619408,SARS
cg13619768,PIAS4
cg13623690,COTL1
cg13625113,ZBTB6
cg13628514,TRPV4
cg13629753,GBP2
cg13631259,NUDT8
cg13631913,SLC25A33
cg13633560,LRRC32
cg13634319,DGKA
cg13634678,TM2D3
cg13636404,ZNF655
cg13640200,AMIGO2
cg13645078,PHLDA3
cg13645811,SYNJ2
cg13650137,ASPM
cg13650156,PILRA
cg13652336,PREX2
cg13652653,TMEM33
cg13654195,CAGE1
cg13654195,RIOK1
cg13665593,ZSCAN16
cg13668129,HNRNPUL1
cg13669465,ZDHHC16
cg13669465,EXOSC1
cg13669740,TIGIT
cg13670595,CDR2L
cg13671831,NF2
cg13673094,PTPRC
cg13673779,MEX3C
cg13686042,SBF1
cg13687831,MCM10
cg13689073,LARP1
cg13692433,NCAM1
cg13693652,CLCA2
cg13694749,SCN4A
cg13699808,ZMYND8
cg13700897,RSPO2
cg13703437,FYB
cg13704403,DGKQ
cg13706352,COX10
cg13707560,NME5
cg13713381,TMEM44
cg13714039,ZNF14
cg13720744,CRKL
cg13721560,LRPPRC
cg13724288,VPS13A
cg13726191,FGFBP1
cg13728650,TPRA1
cg13729392,COX16
cg13730534,NFYC
cg13736875,UBE2C
cg13739417,CXCR2
cg13741249,FIZ1
cg13741249,ZNF524
cg13741326,CROT
cg13741326,TP53TG1
cg13744304,UNC50
cg13745346,CBFA2T3
cg13749822,HHIP
cg13752043,LRRC8A
cg13752043,CCBL1
cg13755023,LRRC6
cg13755070,FLI1
cg13755535,LMAN2
cg13759143,EXPH5
cg13759778,NF1
cg13759778,OMG
cg13760253,DNAJC5B
cg13763232,SLC6A6
cg13765303,BOC
cg13765621,CD1D
cg13765785,SCN3B
cg13766096,ING1
cg13770446,CLCNKA
cg13777411,HPS5
cg13777411,GTF2H1
cg13778073,HSPA4
cg13784792,JUP
cg13785207,RPS19BP1
cg13788062,LARP7
cg13789523,DYNLRB1
cg13791713,HMGN1
cg13793354,MCCC2
cg13794888,SNUPN
cg13795840,C19orf24
cg13797031,NIPSNAP1
cg13797282,CARD10
cg13800022,ITGB1
cg13801416,AKR1B1
cg13802364,RCOR2
cg13806135,PCDH17
cg13810225,MYH9
cg13818573,C1QL1
cg13823791,COPS3
cg13825058,MND1
cg13828047,MPI
cg13828839,FXYD6
cg13836627,TJP1
cg13836770,TNFRSF1B
cg13840968,LTB4R
cg13842258,APBB2
cg13843773,C4orf22
cg13847113,PRR22
cg13849825,CCNB1
cg13850625,TMEM144
cg13851211,ADCY7
cg13854874,CHAF1B
cg13858139,ZNF43
cg13859324,UNC45B
cg13859478,CANX
cg13861644,PIWIL1
cg13864877,OPTN
cg13864937,FAM111B
cg13876499,TMEM27
cg13877895,GKN1
cg13877915,ZNF132
cg13878093,TBPL1
cg13878456,IKZF3
cg13878641,GNAI3
cg13880228,PRLR
cg13881341,FUT1
cg13882267,ITGA9
cg13883681,GOT2
cg13884546,MRS2
cg13890487,ISCA1
cg13894021,RAB36
cg13897449,PFKFB1
cg13899108,PDE4C
cg13901134,C9orf16
cg13901526,GYPC
cg13904968,PCK1
cg13906416,PVR
cg13906548,GABARAPL2
cg13908518,RNPC3
cg13908518,AMY2B
cg13908977,RSL1D1
cg13916322,PLA2G16
cg13916931,POLD2
cg13918811,ANAPC4
cg13919215,POLR2K
cg13919607,ZNF174
cg13920529,AQP7
cg13921352,FAM19A4
cg13925920,PSMD12
cg13926569,PAPSS2
cg13928116,AFF2
cg13928594,IFT81
cg13931228,MPP6
cg13932624,TBRG1
cg13935507,ZHX2
cg13936125,GNAO1
cg13942909,GOLGA2
cg13946860,RPN2
cg13948784,MFSD9
cg13951948,ZNF747
cg13954292,ZFR
cg13958304,RSBN1
cg13958676,LGI3
cg13959523,CHST8
cg13960192,GNA11
cg13962355,BTRC
cg13967780,SMAD7
cg13968390,SULT1C2
cg13970341,ABCA2
cg13970341,C9orf139
cg13976366,TRIM21
cg13980308,ADCK2
cg13980473,TSPYL1
cg13982505,KCNJ13
cg13984181,EPHX4
cg13986618,CD163L1
cg13991233,GAS7
cg13992856,FLOT2
cg13996731,NR3C2
cg13997435,S100A2
cg14002682,DNAJC27
cg14003467,PCYT1A
cg14009312,STK11
cg14013300,XBP1
cg14014225,SLC16A8
cg14019317,PROX1
cg14026971,FAR1
cg14030359,NDRG2
cg14034870,SFTA2
cg14039952,NPM1
cg14042128,CHMP2A
cg14043411,SIVA1
cg14045283,MADCAM1
cg14046365,NMI
cg14046757,ZC3H14
cg14047656,FAM126B
cg14047656,NDUFB3
cg14056942,TSC22D2
cg14058432,PELI2
cg14059963,GPR19
cg14061619,SH3BP4
cg14069619,KRBA2
cg14074431,MAP3K10
cg14078309,MCAT
cg14080001,SNX33
cg14084176,FUNDC1
cg14085328,DDX59
cg14089692,ADAM33
cg14091223,DNAJB2
cg14093368,BAZ1B
cg14093936,SEMA7A
cg14095850,CSTB
cg14098132,CGRRF1
cg14100578,SLC25A11
cg14100578,RNF167
cg14101501,EHBP1
cg14105047,PDLIM5
cg14105781,TBL1X
cg14106085,FOXD2
cg14106263,RBMX2
cg14106308,VEPH1
cg14114267,SP3
cg14115004,STARD3
cg14115346,BPHL
cg14116596,TBXAS1
cg14117297,TMIGD2
cg14120336,DYNC2LI1
cg14120436,GNB5
cg14126210,MCFD2
cg14127659,C22orf23
cg14127659,POLR2F
cg14131445,C16orf58
cg14132995,SLC35A2
cg14134153,RPL26L1
cg14137939,CCDC89
cg14138171,CIR1
cg14138171,SCRN3
cg14139633,SLC27A4
cg14149007,PRKD2
cg14155397,MAP2K1
cg14156381,FBN3
cg14159672,PM20D1
cg14159894,BTBD3
cg14161426,ERAP1
cg14161730,TIMP1
cg14167017,UBAP1
cg14170423,RASGRP2
cg14171523,SLC25A44
cg14172532,STK25
cg14173969,CD300C
cg14176475,TTF1
cg14181391,PIGU
cg14188111,S100A13
cg14188232,ITGA11
cg14191360,MET
cg14196790,SLC22A5
cg14197923,FGF5
cg14201417,ADAMTSL2
cg14201617,C2orf61
cg14204735,CYB561
cg14205126,TMEM9B
cg14213620,DFFB
cg14217534,TUBA1B
cg14218343,ZNF32
cg14221831,CDH16
cg14222233,PFKFB3
cg14223444,TSTD2
cg14223444,NCBP1
cg14225485,FAM84A
cg14225544,PLK2
cg14230685,SPIN1
cg14242091,TOP3B
cg14251536,ESF1
cg14252569,DACT1
cg14254380,WDR63
cg14254419,AMPD2
cg14256814,POGK
cg14262937,OPRM1
cg14264994,CTCFL
cg14269514,OAZ3
cg14269514,MRPL9
cg14272706,ALS2CR12
cg14277848,GPATCH4
cg14287603,EPB41L5
cg14287742,BLZF1
cg14287742,NME7
cg14289985,ZNF471
