,immune,classic,endo,basal
MCHR1,3.0,2.0,4.0,0.0
MCHR2,1.0,0.0,0.0,0.0
MCIDAS,0.0,0.0,0.0,0.0
MCL1,10466.0,4026.0,270.0,461.0
MCM10,127.0,135.0,1.0,25.0
MCM2,264.0,233.0,5.0,64.0
MCM3,1400.0,1553.0,51.0,217.0
MCM3AP,1571.0,906.0,67.0,48.0
MCM3AP-AS1,73.0,60.0,1.0,3.0
MCM4,785.0,886.0,12.0,276.0
MCM5,1152.0,450.0,15.0,89.0
MCM6,839.0,467.0,18.0,100.0
MCM7,1237.0,1465.0,46.0,364.0
MCM8,263.0,311.0,4.0,51.0
MCM9,648.0,245.0,17.0,28.0
MCMBP,1108.0,749.0,55.0,88.0
MCMDC2,14.0,21.0,0.0,4.0
MCOLN1,334.0,81.0,8.0,2.0
MCOLN2,304.0,28.0,8.0,3.0
MCOLN3,36.0,66.0,0.0,4.0
MCPH1,617.0,369.0,12.0,55.0
MCRS1,492.0,459.0,17.0,33.0
MCTP1,864.0,269.0,43.0,68.0
MCTP2,334.0,282.0,3.0,18.0
MCTS1,507.0,778.0,24.0,70.0
MCU,214.0,897.0,21.0,51.0
MCUR1,347.0,424.0,16.0,42.0
MDC1,781.0,428.0,25.0,34.0
MDC1-AS1,0.0,0.0,0.0,0.0
MDFI,7.0,286.0,11.0,30.0
MDFIC,2183.0,389.0,93.0,27.0
MDGA1,88.0,27.0,6.0,2.0
MDGA2,0.0,0.0,0.0,0.0
MDH1,1353.0,1402.0,39.0,127.0
MDH1B,1.0,30.0,0.0,1.0
MDH2,1857.0,2742.0,67.0,540.0
MDK,151.0,5361.0,59.0,265.0
MDM1,463.0,265.0,10.0,10.0
MDM2,1630.0,1814.0,60.0,159.0
MDM4,1692.0,867.0,70.0,62.0
MDN1,1952.0,1070.0,78.0,99.0
MDP1,6.0,6.0,0.0,0.0
MDS2,8.0,3.0,0.0,0.0
ME1,294.0,184.0,7.0,9.0
ME2,2543.0,741.0,53.0,59.0
ME3,70.0,326.0,28.0,38.0
MEA1,1680.0,1666.0,78.0,193.0
MEAF6,1077.0,987.0,40.0,67.0
MECOM,37.0,1577.0,206.0,143.0
MECP2,1616.0,1115.0,72.0,76.0
MECR,189.0,317.0,11.0,32.0
MED1,2224.0,1464.0,77.0,154.0
MED10,816.0,826.0,35.0,96.0
MED11,540.0,315.0,14.0,42.0
MED12,498.0,421.0,38.0,26.0
MED12L,37.0,33.0,0.0,2.0
MED13,3187.0,2907.0,106.0,191.0
MED13L,2415.0,1341.0,112.0,122.0
MED14,742.0,696.0,25.0,60.0
MED14-AS1,26.0,8.0,3.0,0.0
MED15,1346.0,1003.0,39.0,94.0
MED16,398.0,413.0,12.0,44.0
MED17,668.0,584.0,25.0,44.0
MED18,240.0,238.0,12.0,19.0
MED19,297.0,523.0,24.0,43.0
MED20,154.0,226.0,6.0,11.0
MED21,183.0,325.0,11.0,59.0
MED22,449.0,303.0,18.0,42.0
MED23,589.0,332.0,20.0,21.0
MED24,590.0,583.0,25.0,96.0
MED25,285.0,456.0,11.0,29.0
MED26,519.0,232.0,15.0,13.0
MED27,245.0,165.0,9.0,25.0
MED28,816.0,692.0,35.0,47.0
MED29,1493.0,1656.0,58.0,121.0
MED30,143.0,122.0,4.0,4.0
MED31,109.0,111.0,10.0,8.0
MED4,1015.0,1068.0,40.0,78.0
MED4-AS1,9.0,13.0,1.0,0.0
MED6,541.0,499.0,23.0,53.0
MED7,212.0,212.0,7.0,19.0
MED8,688.0,722.0,30.0,59.0
MED9,102.0,166.0,5.0,20.0
MEDAG,1.0,26.0,4.0,3.0
MEF2A,2842.0,1404.0,110.0,93.0
MEF2BNB,203.0,202.0,5.0,5.0
MEF2C,2881.0,157.0,289.0,13.0
MEF2C-AS1,6.0,0.0,0.0,0.0
MEF2D,881.0,575.0,28.0,40.0
MEFV,626.0,8.0,10.0,2.0
MEG3,36.0,90.0,86.0,2.0
MEG8,0.0,0.0,0.0,0.0
MEG9,0.0,0.0,0.0,0.0
MEGF10,5.0,14.0,0.0,0.0
MEGF11,7.0,34.0,0.0,1.0
MEGF6,114.0,387.0,10.0,21.0
MEGF8,350.0,616.0,30.0,84.0
MEGF9,1857.0,587.0,39.0,34.0
MEI1,335.0,20.0,3.0,2.0
MEIG1,1.0,0.0,0.0,0.0
MEIOB,1.0,0.0,0.0,0.0
MEIS1,18.0,328.0,25.0,16.0
MEIS2,17.0,480.0,91.0,15.0
MEIS3,15.0,102.0,0.0,4.0
MELK,177.0,220.0,1.0,41.0
MEMO1,59.0,48.0,5.0,3.0
MEN1,364.0,329.0,13.0,40.0
MEOX1,27.0,3.0,2.0,0.0
MEOX2,1.0,6.0,1.0,1.0
MEP1A,0.0,0.0,0.0,0.0
MEPCE,796.0,606.0,50.0,90.0
MEPE,0.0,0.0,0.0,0.0
MERTK,1402.0,70.0,16.0,14.0
MESDC1,377.0,315.0,22.0,25.0
MESDC2,1862.0,2167.0,87.0,224.0
MESP1,12.0,45.0,1.0,2.0
MESP2,3.0,17.0,3.0,0.0
MEST,24.0,267.0,4.0,21.0
MET,59.0,5523.0,37.0,465.0
METAP1,779.0,786.0,20.0,121.0
METAP1D,36.0,59.0,10.0,11.0
METAP2,1953.0,2183.0,118.0,251.0
METRN,53.0,153.0,12.0,18.0
METRNL,1944.0,797.0,26.0,53.0
METTL1,212.0,206.0,7.0,40.0
METTL10,139.0,132.0,7.0,10.0
METTL12,177.0,103.0,17.0,8.0
METTL13,630.0,662.0,19.0,87.0
METTL14,503.0,458.0,32.0,41.0
METTL15,139.0,154.0,9.0,21.0
METTL16,1046.0,730.0,44.0,69.0
METTL17,475.0,408.0,22.0,31.0
METTL18,160.0,184.0,13.0,30.0
METTL20,42.0,68.0,5.0,5.0
METTL21A,309.0,204.0,12.0,15.0
METTL21B,77.0,74.0,6.0,9.0
METTL22,160.0,122.0,6.0,16.0
METTL23,652.0,476.0,23.0,39.0
METTL24,1.0,0.0,0.0,0.0
METTL25,204.0,158.0,12.0,12.0
METTL2A,205.0,411.0,12.0,28.0
METTL2B,396.0,393.0,15.0,27.0
METTL3,555.0,418.0,24.0,22.0
METTL4,262.0,181.0,12.0,23.0
METTL5,607.0,884.0,27.0,107.0
METTL6,217.0,187.0,3.0,18.0
METTL7A,1624.0,574.0,63.0,37.0
METTL7B,106.0,251.0,1.0,4.0
METTL8,380.0,324.0,16.0,54.0
METTL9,2045.0,1595.0,96.0,157.0
MEX3A,11.0,130.0,9.0,21.0
MEX3B,79.0,36.0,3.0,0.0
MEX3C,713.0,441.0,15.0,30.0
MEX3D,43.0,219.0,9.0,13.0
MFAP1,818.0,846.0,34.0,72.0
MFAP2,3.0,9.0,0.0,2.0
MFAP3,303.0,278.0,25.0,42.0
MFAP3L,27.0,45.0,6.0,6.0
MFAP4,7.0,8.0,0.0,0.0
MFAP5,27.0,6.0,0.0,1.0
MFF,986.0,897.0,32.0,76.0
MFGE8,128.0,490.0,13.0,56.0
MFHAS1,1475.0,510.0,55.0,61.0
MFI2,99.0,1595.0,1.0,133.0
MFI2-AS1,16.0,16.0,0.0,3.0
MFN1,411.0,621.0,17.0,57.0
MFN2,1250.0,1254.0,50.0,132.0
MFNG,1197.0,100.0,84.0,3.0
MFSD1,3983.0,875.0,52.0,81.0
MFSD10,547.0,811.0,21.0,73.0
MFSD11,447.0,402.0,21.0,28.0
MFSD12,1295.0,527.0,21.0,53.0
MFSD2A,170.0,152.0,1.0,16.0
MFSD2B,19.0,53.0,0.0,3.0
MFSD3,114.0,262.0,7.0,20.0
MFSD4,11.0,375.0,2.0,18.0
MFSD5,416.0,416.0,22.0,37.0
MFSD6,894.0,1774.0,43.0,109.0
MFSD6L,13.0,37.0,1.0,0.0
MFSD7,203.0,52.0,15.0,3.0
MFSD8,216.0,220.0,10.0,17.0
MFSD9,237.0,275.0,2.0,24.0
MGA,2261.0,1335.0,94.0,124.0
MGAM,78.0,34.0,0.0,2.0
MGARP,1.0,6.0,7.0,0.0
MGAT1,4229.0,1158.0,129.0,112.0
MGAT2,999.0,560.0,41.0,49.0
MGAT3,26.0,513.0,4.0,19.0
MGAT4A,3011.0,491.0,32.0,26.0
MGAT4B,851.0,2845.0,72.0,204.0
MGAT5,1796.0,1993.0,44.0,126.0
MGAT5B,2.0,6.0,1.0,2.0
MGC4294,1.0,111.0,1.0,10.0
MGEA5,4825.0,3048.0,194.0,325.0
MGLL,1406.0,5153.0,87.0,194.0
MGME1,563.0,382.0,23.0,51.0
MGMT,434.0,515.0,42.0,62.0
MGP,98.0,1524.0,353.0,540.0
MGRN1,620.0,492.0,16.0,24.0
MGST1,193.0,854.0,11.0,166.0
MGST2,446.0,799.0,35.0,63.0
MGST3,1044.0,1512.0,51.0,69.0
MIA,15.0,607.0,0.0,51.0
MIA2,0.0,28.0,0.0,0.0
MIA3,2096.0,2255.0,112.0,166.0
MIAT,857.0,50.0,16.0,1.0
MIB1,1132.0,1537.0,90.0,120.0
MIB2,354.0,300.0,30.0,14.0
MICA,272.0,283.0,31.0,17.0
MICAL1,2408.0,393.0,26.0,26.0
MICAL2,898.0,1478.0,17.0,107.0
MICAL3,154.0,303.0,18.0,21.0
MICALCL,116.0,81.0,1.0,24.0
MICALL1,396.0,389.0,40.0,138.0
MICALL2,94.0,1078.0,36.0,92.0
MICB,332.0,58.0,6.0,9.0
MICU1,772.0,781.0,43.0,58.0
MICU2,679.0,839.0,16.0,72.0
MICU3,42.0,40.0,8.0,0.0
MID1,9.0,259.0,82.0,18.0
MID1IP1,1208.0,874.0,19.0,64.0
MID2,89.0,175.0,7.0,24.0
MIDN,1028.0,756.0,62.0,65.0
MIEF1,982.0,831.0,42.0,118.0
MIEF2,96.0,234.0,3.0,17.0
MIEN1,1046.0,1488.0,38.0,115.0
MIER1,2211.0,1328.0,68.0,99.0
MIER2,145.0,96.0,9.0,12.0
MIER3,278.0,340.0,8.0,19.0
MIF,329.0,768.0,18.0,53.0
MIF4GD,838.0,320.0,20.0,30.0
MIIP,540.0,222.0,23.0,16.0
MILR1,386.0,49.0,3.0,7.0
MINA,501.0,480.0,22.0,59.0
MINK1,950.0,602.0,40.0,61.0
MINOS1,616.0,497.0,24.0,31.0
MINPP1,234.0,318.0,17.0,63.0
MIOS,787.0,396.0,21.0,54.0
MIOX,3.0,44.0,1.0,6.0
MIP,9.0,8.0,1.0,1.0
MIPEP,114.0,362.0,3.0,39.0
MIPOL1,9.0,259.0,14.0,17.0
MIR10A,4.0,19.0,2.0,0.0
MIR1254-1,12.0,1.0,0.0,1.0
MIR1255B1,1.0,0.0,0.0,0.0
MIR1282,23.0,15.0,0.0,2.0
MIR133A1,0.0,0.0,0.0,0.0
MIR137HG,1.0,0.0,0.0,0.0
MIR142,199.0,7.0,7.0,0.0
MIR143HG,11.0,10.0,0.0,0.0
MIR145,7.0,6.0,0.0,0.0
MIR146A,50.0,13.0,2.0,1.0
MIR1539,1.0,0.0,0.0,0.0
MIR155HG,167.0,10.0,3.0,2.0
MIR17HG,53.0,32.0,2.0,1.0
MIR181A1HG,59.0,28.0,1.0,0.0
MIR181A2HG,0.0,0.0,0.0,0.0
MIR194-2,1.0,17.0,0.0,0.0
MIR205HG,4.0,223.0,0.0,101.0
MIR210HG,56.0,242.0,2.0,24.0
MIR223,0.0,0.0,0.0,0.0
MIR22HG,708.0,450.0,28.0,46.0
MIR24-2,319.0,96.0,15.0,7.0
MIR29B1,118.0,77.0,7.0,10.0
MIR302B,7.0,11.0,0.0,0.0
MIR3150B,6.0,6.0,0.0,0.0
MIR3153,17.0,2.0,0.0,0.0
MIR31HG,0.0,43.0,0.0,2.0
MIR3648,0.0,0.0,0.0,0.0
MIR3654,0.0,0.0,0.0,0.0
MIR3655,6.0,5.0,0.0,0.0
MIR3661,15.0,12.0,1.0,0.0
MIR378D2,0.0,0.0,0.0,0.0
MIR3917,0.0,0.0,0.0,0.0
MIR4292,6.0,5.0,0.0,2.0
MIR4435-1HG,392.0,437.0,24.0,81.0
MIR4453,35.0,66.0,4.0,4.0
MIR4454,0.0,14.0,0.0,1.0
MIR4458HG,50.0,112.0,6.0,16.0
MIR4482-1,0.0,0.0,0.0,0.0
MIR4500HG,1.0,0.0,0.0,0.0
MIR4721,0.0,0.0,0.0,0.0
MIR492,0.0,0.0,0.0,0.0
MIR497HG,101.0,47.0,3.0,7.0
MIR503HG,14.0,7.0,6.0,3.0
MIR568,34.0,38.0,4.0,2.0
MIR570,12.0,10.0,0.0,0.0
MIR600HG,31.0,18.0,2.0,0.0
MIR616,16.0,4.0,0.0,2.0
MIR621,0.0,0.0,0.0,0.0
MIR663A,0.0,0.0,0.0,0.0
MIR887,7.0,9.0,0.0,0.0
MIR940,9.0,14.0,1.0,0.0
MIRLET7I,0.0,0.0,0.0,0.0
MIS12,480.0,344.0,22.0,39.0
MIS18A,202.0,154.0,6.0,20.0
MIS18A-AS1,0.0,0.0,0.0,0.0
MIS18BP1,2346.0,835.0,79.0,74.0
MISP,29.0,2157.0,1.0,99.0
MITD1,482.0,329.0,25.0,24.0
MITF,659.0,220.0,12.0,22.0
MIXL1,0.0,1.0,0.0,1.0
MKI67,4708.0,2973.0,79.0,597.0
MKI67IP,692.0,715.0,26.0,91.0
MKKS,537.0,818.0,24.0,63.0
MKL1,836.0,442.0,22.0,42.0
MKL2,285.0,620.0,42.0,54.0
MKLN1,1140.0,1114.0,61.0,73.0
MKLN1-AS1,281.0,140.0,18.0,4.0
MKLN1-AS2,30.0,78.0,0.0,2.0
MKNK1,1315.0,298.0,17.0,46.0
MKNK1-AS1,6.0,3.0,0.0,4.0
MKNK2,1528.0,1277.0,75.0,179.0
MKRN1,2033.0,1999.0,78.0,128.0
MKRN2,529.0,338.0,27.0,37.0
MKRN3,8.0,4.0,0.0,2.0
MKS1,70.0,114.0,4.0,8.0
MKX,5.0,9.0,0.0,1.0
MLANA,1.0,0.0,0.0,0.0
MLC1,92.0,13.0,2.0,0.0
MLEC,3223.0,5157.0,172.0,327.0
MLF1,69.0,404.0,13.0,46.0
MLF1IP,278.0,288.0,6.0,53.0
MLF2,1245.0,1951.0,54.0,343.0
MLH1,667.0,415.0,33.0,34.0
MLH3,493.0,728.0,24.0,52.0
MLIP,4.0,9.0,0.0,3.0
MLIP-AS1,0.0,0.0,0.0,0.0
MLK4,122.0,427.0,0.0,44.0
MLK7-AS1,2.0,3.0,0.0,0.0
MLKL,1379.0,490.0,72.0,49.0
MLLT1,104.0,72.0,5.0,11.0
MLLT10,1331.0,574.0,54.0,46.0
MLLT11,145.0,123.0,5.0,28.0
MLLT3,770.0,578.0,18.0,21.0
MLLT4,634.0,2800.0,183.0,170.0
MLLT4-AS1,3.0,17.0,0.0,0.0
MLLT6,3244.0,1319.0,103.0,91.0
MLPH,152.0,3975.0,1.0,265.0
MLST8,356.0,454.0,20.0,51.0
MLTK,799.0,661.0,36.0,109.0
MLX,988.0,935.0,33.0,80.0
MLXIP,1183.0,1334.0,86.0,76.0
MLXIPL,43.0,123.0,1.0,1.0
MLYCD,266.0,264.0,10.0,24.0
MMAA,145.0,186.0,4.0,8.0
MMAB,248.0,595.0,20.0,39.0
MMACHC,51.0,97.0,4.0,27.0
MMADHC,989.0,1261.0,56.0,161.0
MMD,456.0,300.0,11.0,29.0
MME,96.0,63.0,3.0,18.0
MMEL1,26.0,273.0,1.0,3.0
MMGT1,766.0,797.0,28.0,66.0
MMP1,59.0,321.0,1.0,16.0
MMP10,1.0,24.0,0.0,10.0
MMP11,32.0,79.0,6.0,28.0
MMP12,1826.0,33.0,1.0,0.0
MMP13,12.0,108.0,0.0,32.0
MMP14,1932.0,2817.0,78.0,384.0
MMP15,42.0,541.0,49.0,23.0
MMP16,4.0,101.0,7.0,1.0
MMP17,43.0,17.0,1.0,2.0
MMP19,321.0,15.0,0.0,5.0
MMP2,176.0,181.0,80.0,63.0
MMP20,0.0,0.0,0.0,0.0
MMP21,0.0,0.0,0.0,0.0
MMP23B,14.0,11.0,0.0,0.0
MMP24,9.0,78.0,2.0,2.0
MMP24-AS1,707.0,1124.0,20.0,45.0
MMP25,121.0,10.0,2.0,3.0
MMP28,9.0,656.0,19.0,157.0
MMP3,0.0,0.0,0.0,0.0
MMP7,962.0,10254.0,6.0,347.0
MMP8,58.0,2.0,0.0,0.0
MMP9,1350.0,37.0,3.0,3.0
MMRN1,39.0,13.0,87.0,0.0
MMRN2,10.0,49.0,254.0,31.0
MMS19,560.0,556.0,36.0,77.0
MMS22L,197.0,107.0,7.0,34.0
MN1,28.0,86.0,13.0,18.0
MNAT1,172.0,363.0,16.0,35.0
MND1,45.0,39.0,0.0,16.0
MNDA,4733.0,81.0,43.0,4.0
MNS1,21.0,150.0,10.0,13.0
MNT,367.0,291.0,14.0,32.0
MNX1,2.0,108.0,0.0,0.0
MNX1-AS1,1.0,30.0,0.0,8.0
MOAP1,756.0,479.0,31.0,22.0
MOB1A,5140.0,1980.0,104.0,192.0
MOB1B,1002.0,744.0,15.0,37.0
MOB2,502.0,367.0,34.0,37.0
MOB3A,1292.0,198.0,19.0,22.0
MOB3B,473.0,255.0,5.0,26.0
MOB3C,526.0,241.0,14.0,27.0
MOB4,463.0,599.0,25.0,68.0
MOBP,2.0,4.0,0.0,0.0
MOCOS,48.0,265.0,6.0,21.0
MOCS1,10.0,27.0,8.0,2.0
MOCS2,407.0,666.0,33.0,30.0
MOCS3,71.0,109.0,3.0,12.0
MOG,0.0,0.0,0.0,0.0
MOGAT1,5.0,1.0,0.0,0.0
MOGAT2,4.0,25.0,0.0,0.0
MOGAT3,9.0,46.0,0.0,0.0
MOGS,747.0,777.0,30.0,52.0
MOK,73.0,511.0,5.0,54.0
MON1A,141.0,106.0,9.0,16.0
MON1B,1583.0,1278.0,75.0,84.0
MON2,1047.0,696.0,41.0,48.0
MORC1,0.0,0.0,0.0,0.0
MORC2,604.0,768.0,38.0,47.0
MORC2-AS1,27.0,22.0,0.0,1.0
MORC3,1841.0,736.0,34.0,117.0
MORC4,128.0,676.0,27.0,86.0
MORF4L1,2158.0,2390.0,145.0,134.0
MORF4L2,1424.0,4242.0,93.0,345.0
MORF4L2-AS1,1.0,6.0,0.0,1.0
MORN1,39.0,68.0,5.0,9.0
MORN2,59.0,233.0,5.0,16.0
MORN3,35.0,13.0,1.0,1.0
MORN4,12.0,123.0,6.0,10.0
MORN5,0.0,0.0,0.0,0.0
MOSPD1,183.0,299.0,24.0,13.0
MOSPD2,868.0,434.0,33.0,35.0
MOSPD3,149.0,223.0,13.0,21.0
MOV10,606.0,558.0,35.0,62.0
MOV10L1,8.0,6.0,1.0,0.0
MOXD1,16.0,33.0,0.0,0.0
MPC1,657.0,346.0,20.0,23.0
MPC2,884.0,1132.0,32.0,76.0
MPDU1,583.0,373.0,22.0,37.0
MPDZ,6.0,127.0,104.0,7.0
MPEG1,8053.0,119.0,60.0,15.0
MPG,558.0,777.0,31.0,35.0
MPHOSPH10,846.0,1052.0,50.0,91.0
MPHOSPH6,433.0,313.0,12.0,52.0
MPHOSPH8,2255.0,1933.0,105.0,101.0
MPHOSPH9,900.0,419.0,20.0,43.0
MPI,501.0,403.0,21.0,50.0
MPL,1.0,0.0,0.0,0.0
MPLKIP,312.0,346.0,12.0,30.0
MPND,446.0,283.0,19.0,24.0
MPO,54.0,7.0,0.0,0.0
MPP1,1710.0,146.0,22.0,18.0
MPP2,11.0,162.0,2.0,2.0
MPP3,19.0,147.0,8.0,17.0
MPP4,0.0,0.0,0.0,0.0
MPP5,323.0,1232.0,49.0,125.0
MPP6,263.0,435.0,9.0,49.0
MPP7,376.0,246.0,5.0,19.0
MPPE1,651.0,521.0,15.0,49.0
MPPED1,0.0,0.0,0.0,0.0
MPPED2,15.0,19.0,3.0,3.0
MPRIP,2161.0,2413.0,178.0,188.0
MPRIP-AS1,0.0,0.0,1.0,0.0
MPST,404.0,828.0,30.0,90.0
MPV17,911.0,493.0,43.0,50.0
MPV17L,32.0,46.0,1.0,5.0
MPV17L2,147.0,139.0,10.0,10.0
MPZ,19.0,3.0,0.0,1.0
MPZL1,712.0,1659.0,64.0,173.0
MPZL2,145.0,1147.0,26.0,212.0
MPZL3,336.0,460.0,3.0,31.0
MR1,1703.0,603.0,23.0,85.0
MRAP2,2.0,39.0,1.0,3.0
MRAS,526.0,92.0,43.0,8.0
MRC1,362.0,9.0,22.0,1.0
MRC1L1,388.0,74.0,25.0,0.0
MRC2,668.0,362.0,12.0,130.0
MRE11A,446.0,266.0,27.0,33.0
MREG,105.0,125.0,2.0,10.0
MRFAP1,2865.0,3519.0,216.0,343.0
MRFAP1L1,1288.0,1520.0,62.0,109.0
MRGBP,334.0,641.0,22.0,100.0
MRGPRF,3.0,6.0,0.0,0.0
MRGPRG-AS1,0.0,0.0,0.0,0.0
MRI1,439.0,329.0,41.0,17.0
MRM1,108.0,153.0,4.0,21.0
MRO,33.0,2.0,9.0,0.0
MROH1,224.0,295.0,10.0,17.0
MROH2A,1.0,1.0,0.0,0.0
MROH2B,1.0,0.0,0.0,0.0
MROH6,68.0,526.0,3.0,28.0
MROH7,17.0,10.0,0.0,1.0
MROH8,25.0,29.0,0.0,1.0
MRP63,928.0,1459.0,82.0,149.0
MRPL1,422.0,510.0,21.0,93.0
MRPL10,448.0,461.0,21.0,32.0
MRPL11,751.0,760.0,44.0,103.0
MRPL12,432.0,746.0,26.0,89.0
MRPL13,440.0,749.0,19.0,110.0
MRPL14,916.0,1259.0,29.0,138.0
MRPL15,504.0,810.0,25.0,130.0
MRPL16,790.0,542.0,30.0,65.0
MRPL17,497.0,652.0,60.0,83.0
MRPL18,738.0,590.0,25.0,69.0
MRPL19,455.0,609.0,14.0,50.0
MRPL2,209.0,274.0,7.0,18.0
MRPL20,1111.0,1147.0,48.0,115.0
MRPL21,690.0,1050.0,31.0,176.0
MRPL22,423.0,725.0,27.0,63.0
MRPL23,839.0,752.0,35.0,75.0
MRPL24,814.0,1456.0,44.0,195.0
MRPL27,634.0,995.0,24.0,109.0
MRPL28,692.0,685.0,26.0,65.0
MRPL3,785.0,933.0,29.0,155.0
MRPL32,442.0,653.0,35.0,45.0
MRPL33,435.0,535.0,44.0,45.0
MRPL34,759.0,679.0,30.0,47.0
MRPL35,460.0,506.0,37.0,42.0
MRPL36,369.0,669.0,22.0,152.0
MRPL37,686.0,870.0,23.0,100.0
MRPL38,116.0,146.0,4.0,5.0
MRPL39,181.0,194.0,3.0,24.0
MRPL4,553.0,648.0,35.0,93.0
MRPL40,661.0,655.0,39.0,76.0
MRPL41,1003.0,1132.0,57.0,193.0
MRPL42,425.0,578.0,28.0,75.0
MRPL43,726.0,792.0,34.0,82.0
MRPL44,297.0,397.0,9.0,39.0
MRPL45,324.0,533.0,20.0,54.0
MRPL46,296.0,413.0,18.0,42.0
MRPL47,447.0,630.0,18.0,85.0
MRPL48,481.0,547.0,16.0,65.0
MRPL49,566.0,678.0,21.0,61.0
MRPL50,285.0,351.0,11.0,47.0
MRPL51,1113.0,1851.0,84.0,459.0
MRPL52,665.0,1138.0,40.0,136.0
MRPL53,76.0,52.0,2.0,1.0
MRPL54,753.0,536.0,33.0,65.0
MRPL55,605.0,825.0,31.0,102.0
MRPL9,937.0,1141.0,47.0,174.0
MRPS10,688.0,912.0,33.0,100.0
MRPS11,563.0,577.0,22.0,48.0
MRPS12,592.0,983.0,29.0,167.0
MRPS14,427.0,507.0,22.0,64.0
MRPS15,964.0,1214.0,49.0,213.0
MRPS16,772.0,902.0,42.0,218.0
MRPS18A,498.0,876.0,22.0,100.0
MRPS18B,1107.0,1481.0,48.0,164.0
MRPS18C,484.0,492.0,15.0,56.0
MRPS2,356.0,457.0,16.0,110.0
MRPS21,1397.0,1655.0,68.0,166.0
MRPS22,389.0,472.0,15.0,51.0
MRPS23,660.0,925.0,24.0,114.0
MRPS24,42.0,29.0,1.0,2.0
MRPS25,827.0,599.0,37.0,89.0
MRPS26,587.0,1219.0,29.0,137.0
MRPS27,556.0,539.0,36.0,65.0
MRPS28,303.0,274.0,9.0,22.0
MRPS30,602.0,821.0,23.0,105.0
MRPS31,477.0,521.0,18.0,45.0
MRPS33,485.0,644.0,23.0,75.0
MRPS34,1373.0,1993.0,63.0,230.0
MRPS35,997.0,2223.0,33.0,422.0
MRPS36,224.0,299.0,7.0,7.0
MRPS5,1309.0,1293.0,54.0,124.0
MRPS6,757.0,738.0,16.0,86.0
MRPS7,870.0,1155.0,41.0,108.0
MRPS9,417.0,436.0,22.0,30.0
MRRF,433.0,495.0,28.0,161.0
MRS2,311.0,305.0,12.0,28.0
MRTO4,570.0,763.0,27.0,108.0
MRVI1,163.0,28.0,4.0,1.0
MRVI1-AS1,7.0,7.0,0.0,0.0
MS4A1,1797.0,43.0,15.0,2.0
MS4A14,280.0,12.0,2.0,0.0
MS4A4A,2583.0,44.0,8.0,2.0
MS4A4E,38.0,0.0,0.0,0.0
MS4A6A,9622.0,181.0,265.0,17.0
MS4A6E,0.0,0.0,0.0,0.0
MS4A7,5329.0,70.0,12.0,10.0
MS4A8,4.0,276.0,0.0,0.0
MSANTD1,7.0,26.0,0.0,1.0
MSANTD2,136.0,101.0,12.0,8.0
MSANTD3,200.0,347.0,9.0,56.0
MSANTD4,537.0,516.0,17.0,38.0
MSC,78.0,7.0,1.0,5.0
MSH2,651.0,703.0,34.0,91.0
MSH3,643.0,720.0,33.0,49.0
MSH5,16.0,14.0,0.0,0.0
MSH5-SAPCD1,6.0,14.0,0.0,0.0
MSH6,1085.0,917.0,34.0,149.0
MSI1,1.0,25.0,0.0,0.0
MSI2,969.0,1483.0,54.0,51.0
MSL1,2800.0,2024.0,105.0,200.0
MSL2,2344.0,853.0,54.0,83.0
MSL3,1051.0,403.0,53.0,46.0
MSLN,181.0,3409.0,5.0,131.0
MSMB,2.0,13.0,0.0,39.0
MSMO1,225.0,676.0,19.0,45.0
MSMP,12.0,31.0,0.0,0.0
MSN,11863.0,2302.0,405.0,326.0
MSR1,4916.0,108.0,6.0,12.0
MSRA,431.0,215.0,31.0,28.0
MSRB1,828.0,872.0,25.0,97.0
MSRB2,592.0,535.0,19.0,33.0
MSRB3,41.0,82.0,37.0,5.0
MSS51,14.0,12.0,0.0,0.0
MST1,64.0,202.0,8.0,7.0
MST1R,39.0,1322.0,1.0,137.0
MST4,915.0,564.0,10.0,61.0
MSTO1,149.0,149.0,12.0,18.0
MSX1,9.0,100.0,30.0,20.0
MSX2,2.0,214.0,0.0,3.0
MT-ATP6,60488.0,57892.0,3036.0,4079.0
MT-ATP8,5557.0,6180.0,232.0,329.0
MT-CO1,79396.0,59092.0,2588.0,3876.0
MT-CO2,44955.0,49543.0,1936.0,4628.0
MT-CO3,45417.0,54091.0,2185.0,3220.0
MT-CYB,51559.0,52456.0,2649.0,3717.0
MT-ND1,30778.0,30215.0,1486.0,1781.0
MT-ND2,34918.0,41714.0,1573.0,3074.0
MT-ND3,14578.0,22462.0,650.0,2083.0
MT-ND4,83325.0,71590.0,3904.0,6742.0
MT-ND4L,3685.0,3971.0,148.0,304.0
MT-ND5,32931.0,25003.0,1238.0,1705.0
MT-ND6,797.0,750.0,43.0,33.0
MT-RNR1,184090.0,171145.0,7541.0,9747.0
MT-RNR2,989285.0,707769.0,39789.0,37851.0
MT-TC,0.0,1.0,0.0,0.0
MT-TD,6.0,15.0,1.0,1.0
MT-TF,101.0,159.0,4.0,11.0
MT-TG,36.0,22.0,2.0,0.0
MT-TH,19.0,20.0,0.0,0.0
MT-TI,24.0,24.0,3.0,5.0
MT-TL1,382.0,1047.0,25.0,71.0
MT-TL2,16.0,18.0,0.0,1.0
MT-TM,15.0,38.0,0.0,4.0
MT-TP,55.0,261.0,12.0,29.0
MT-TR,9.0,7.0,4.0,0.0
