,immune,endo,fibro,classic,basal
C12orf49,53.0,71.0,50.0,297.0,12.0
RNFT2,23.0,10.0,0.0,26.0,1.0
HRK,6.0,7.0,1.0,40.0,0.0
FBXW8,24.0,34.0,21.0,77.0,2.0
RP11-231I16.1,1.0,2.0,3.0,9.0,0.0
TESC,267.0,474.0,264.0,5132.0,22.0
FBXO21,146.0,545.0,227.0,643.0,31.0
KSR2,8.0,8.0,8.0,26.0,0.0
RFC5,64.0,46.0,41.0,76.0,7.0
WSB2,117.0,150.0,135.0,485.0,21.0
VSIG10,42.0,135.0,43.0,399.0,10.0
PEBP1,1667.0,2213.0,2753.0,5061.0,157.0
TAOK3,666.0,375.0,292.0,1441.0,39.0
SUDS3,138.0,270.0,184.0,958.0,25.0
HSPB8,10.0,96.0,110.0,50.0,3.0
RP11-768F21.1,7.0,67.0,2.0,10.0,0.0
TMEM233,3.0,176.0,1.0,31.0,0.0
PRKAB1,103.0,197.0,54.0,570.0,11.0
CIT,31.0,46.0,5.0,67.0,1.0
CCDC64,18.0,14.0,5.0,191.0,5.0
RAB35,165.0,284.0,127.0,477.0,12.0
GCN1L1,67.0,148.0,79.0,337.0,7.0
RPLP0,10858.0,10608.0,10413.0,29031.0,1017.0
PXN-AS1,34.0,30.0,29.0,119.0,0.0
PXN,192.0,1057.0,127.0,960.0,49.0
SIRT4,1.0,12.0,6.0,13.0,1.0
PLA2G1B,340.0,1760.0,432.0,337.0,14.0
MSI1,2.0,2.0,10.0,10.0,0.0
COX6A1,3531.0,3633.0,2666.0,12509.0,426.0
TRIAP1,253.0,349.0,230.0,557.0,28.0
GATC,37.0,46.0,19.0,100.0,3.0
SRSF9,942.0,1323.0,776.0,2758.0,138.0
DYNLL1,3249.0,5407.0,4444.0,14376.0,508.0
DYNLL1-AS1,15.0,23.0,14.0,188.0,6.0
COQ5,190.0,186.0,110.0,405.0,14.0
RNF10,325.0,602.0,331.0,1077.0,24.0
POP5,341.0,328.0,237.0,768.0,31.0
CABP1,9.0,212.0,65.0,8.0,0.0
MLEC,542.0,1476.0,529.0,1687.0,58.0
UNC119B,27.0,163.0,63.0,104.0,0.0
ACADS,141.0,103.0,76.0,400.0,9.0
SPPL3,155.0,387.0,193.0,632.0,18.0
HNF1A-AS1,7.0,33.0,5.0,388.0,0.0
AC079602.1,8.0,35.0,10.0,405.0,0.0
HNF1A,4.0,11.0,3.0,102.0,0.0
RP11-216P16.2,3.0,4.0,4.0,11.0,0.0
C12orf43,78.0,123.0,79.0,221.0,8.0
OASL,139.0,58.0,34.0,760.0,11.0
P2RX4,308.0,105.0,134.0,524.0,17.0
CAMKK2,48.0,155.0,97.0,209.0,17.0
ANAPC5,447.0,690.0,426.0,907.0,34.0
RNF34,186.0,214.0,149.0,451.0,11.0
KDM2B,108.0,110.0,52.0,142.0,10.0
ORAI1,196.0,374.0,22.0,247.0,20.0
MORN3,10.0,17.0,3.0,50.0,0.0
TMEM120B,95.0,61.0,46.0,204.0,5.0
RHOF,359.0,70.0,57.0,949.0,31.0
AC084018.1,95.0,106.0,59.0,280.0,3.0
SETD1B,51.0,129.0,78.0,199.0,7.0
PSMD9,461.0,412.0,382.0,1224.0,47.0
RP11-87C12.2,16.0,10.0,18.0,45.0,2.0
WDR66,8.0,21.0,22.0,55.0,3.0
BCL7A,54.0,78.0,89.0,284.0,12.0
MLXIP,242.0,642.0,310.0,835.0,28.0
DIABLO,93.0,79.0,61.0,249.0,8.0
VPS33A,107.0,87.0,46.0,194.0,11.0
CLIP1,254.0,617.0,255.0,834.0,48.0
ZCCHC8,92.0,170.0,79.0,258.0,6.0
RSRC2,815.0,1154.0,687.0,1942.0,66.0
KNTC1,46.0,21.0,20.0,67.0,5.0
HCAR2,27.0,4.0,2.0,12.0,0.0
HCAR3,24.0,2.0,4.0,15.0,1.0
RP11-324E6.9,1.0,0.0,0.0,17.0,2.0
DENR,392.0,486.0,328.0,1224.0,46.0
HIP1R,47.0,337.0,30.0,608.0,15.0
VPS37B,137.0,602.0,106.0,1153.0,34.0
ABCB9,8.0,41.0,16.0,94.0,8.0
OGFOD2,85.0,77.0,51.0,239.0,8.0
ARL6IP4,1821.0,1927.0,1301.0,4323.0,191.0
PITPNM2,26.0,197.0,18.0,55.0,4.0
MPHOSPH9,84.0,91.0,52.0,109.0,3.0
C12orf65,157.0,177.0,128.0,438.0,15.0
RP11-282O18.3,8.0,31.0,23.0,50.0,0.0
CDK2AP1,251.0,745.0,441.0,1024.0,60.0
SBNO1,170.0,258.0,141.0,425.0,19.0
hsa-mir-8072,25.0,29.0,14.0,52.0,2.0
SETD8,76.0,202.0,86.0,358.0,11.0
RILPL2,621.0,818.0,149.0,413.0,10.0
SNRNP35,208.0,283.0,161.0,526.0,20.0
RILPL1,10.0,79.0,40.0,53.0,2.0
TMED2,1324.0,1465.0,1753.0,4375.0,173.0
DDX55,60.0,123.0,73.0,208.0,9.0
EIF2B1,201.0,271.0,152.0,436.0,13.0
GTF2H3,87.0,137.0,87.0,274.0,11.0
TCTN2,16.0,33.0,33.0,93.0,4.0
ATP6V0A2,81.0,148.0,80.0,154.0,5.0
CCDC92,71.0,205.0,129.0,237.0,7.0
ZNF664,84.0,313.0,132.0,816.0,18.0
FAM101A,13.0,13.0,44.0,429.0,2.0
RP11-214K3.24,6.0,13.0,5.0,38.0,0.0
NCOR2,242.0,333.0,271.0,718.0,41.0
RP11-83B20.1,4.0,2.0,3.0,4.0,0.0
SCARB1,94.0,269.0,48.0,272.0,12.0
UBC,7494.0,15469.0,9232.0,28563.0,1470.0
DHX37,35.0,81.0,36.0,132.0,5.0
BRI3BP,131.0,57.0,44.0,655.0,16.0
AACS,34.0,72.0,54.0,385.0,10.0
TMEM132B,1.0,2.0,1.0,5.0,1.0
LINC00939,1.0,0.0,0.0,31.0,0.0
RP4-809F18.1,3.0,1.0,0.0,21.0,0.0
LINC00944,11.0,3.0,4.0,35.0,2.0
RP11-575F12.1,0.0,8.0,1.0,1.0,0.0
TMEM132C,1.0,9.0,13.0,6.0,0.0
SLC15A4,179.0,94.0,137.0,339.0,13.0
TMEM132D,1.0,0.0,0.0,0.0,0.0
FZD10,1.0,3.0,21.0,5.0,0.0
PIWIL1,4.0,6.0,3.0,18.0,0.0
RIMBP2,1.0,5.0,5.0,6.0,0.0
STX2,73.0,249.0,126.0,149.0,6.0
RAN,2955.0,2477.0,2080.0,7255.0,311.0
GPR133,9.0,3.0,78.0,4.0,0.0
SFSWAP,175.0,346.0,137.0,460.0,19.0
MMP17,10.0,4.0,39.0,24.0,3.0
ULK1,67.0,172.0,73.0,282.0,21.0
PUS1,89.0,108.0,53.0,253.0,8.0
EP400,122.0,177.0,81.0,243.0,7.0
EP400NL,34.0,44.0,23.0,71.0,1.0
DDX51,41.0,77.0,29.0,140.0,4.0
NOC4L,132.0,137.0,88.0,311.0,12.0
RP13-977J11.2,14.0,4.0,5.0,21.0,1.0
FBRSL1,57.0,113.0,55.0,242.0,8.0
LRCOL1,1.0,9.0,4.0,2.0,0.0
POLE,24.0,46.0,17.0,105.0,4.0
PXMP2,58.0,162.0,85.0,493.0,11.0
PGAM5,24.0,56.0,14.0,129.0,3.0
ANKLE2,189.0,356.0,222.0,810.0,48.0
GOLGA3,116.0,250.0,182.0,604.0,21.0
CHFR,120.0,139.0,64.0,157.0,8.0
RP11-46H11.12,4.0,6.0,2.0,3.0,0.0
RP11-46H11.3,1.0,3.0,1.0,1.0,0.0
ZNF605,32.0,74.0,47.0,163.0,3.0
ZNF26,0.0,5.0,4.0,9.0,0.0
ZNF84,26.0,51.0,32.0,43.0,1.0
ZNF140,50.0,102.0,59.0,175.0,6.0
ZNF891,13.0,38.0,25.0,43.0,3.0
ZNF10,20.0,55.0,36.0,57.0,1.0
ZNF268,57.0,144.0,57.0,124.0,7.0
MPHOSPH8,679.0,1425.0,864.0,1878.0,58.0
PSPC1,203.0,229.0,132.0,430.0,18.0
ZMYM5,117.0,219.0,115.0,376.0,10.0
ZMYM2,257.0,435.0,245.0,928.0,36.0
GJA3,0.0,0.0,1.0,3.0,1.0
GJB2,36.0,21.0,991.0,392.0,42.0
GJB6,2.0,0.0,1.0,30.0,8.0
CRYL1,184.0,237.0,172.0,823.0,11.0
IFT88,44.0,155.0,89.0,268.0,9.0
IL17D,2.0,4.0,22.0,7.0,0.0
N6AMT2,80.0,160.0,126.0,213.0,7.0
XPO4,52.0,114.0,40.0,200.0,8.0
LATS2,79.0,466.0,205.0,297.0,11.0
LATS2-AS1,6.0,8.0,10.0,13.0,0.0
SAP18,2340.0,2997.0,2103.0,8474.0,226.0
SKA3,38.0,4.0,5.0,54.0,6.0
MRP63,1101.0,1330.0,799.0,3948.0,118.0
LINC00422,16.0,7.0,3.0,0.0,0.0
ZDHHC20,18.0,18.0,9.0,51.0,1.0
MICU2,265.0,262.0,211.0,527.0,17.0
FGF9,5.0,4.0,10.0,22.0,0.0
RP11-363G2.4,0.0,0.0,0.0,2.0,0.0
SACS,37.0,70.0,48.0,55.0,6.0
TNFRSF19,8.0,37.0,59.0,72.0,1.0
MIPEP,36.0,46.0,42.0,156.0,4.0
C1QTNF9B-AS1,3.0,6.0,9.0,68.0,2.0
SPATA13,183.0,283.0,97.0,598.0,1.0
C1QTNF9,1.0,106.0,1.0,6.0,0.0
PARP4,175.0,212.0,81.0,886.0,21.0
CENPJ,39.0,39.0,39.0,64.0,1.0
PABPC3,20.0,28.0,16.0,38.0,0.0
MTMR6,165.0,292.0,129.0,312.0,13.0
NUPL1,162.0,217.0,121.0,425.0,20.0
ATP8A2,4.0,18.0,16.0,3.0,0.0
SHISA2,7.0,48.0,120.0,91.0,13.0
RNF6,144.0,281.0,98.0,416.0,16.0
CDK8,62.0,59.0,65.0,202.0,10.0
WASF3,5.0,102.0,69.0,19.0,0.0
USP12,101.0,227.0,78.0,323.0,10.0
RPL21,34543.0,29593.0,24994.0,54716.0,2049.0
RASL11A,2.0,8.0,48.0,45.0,0.0
GTF3A,1302.0,917.0,623.0,2550.0,74.0
MTIF3,546.0,1043.0,512.0,2146.0,38.0
LNX2,27.0,121.0,28.0,340.0,2.0
POLR1D,871.0,1030.0,654.0,2719.0,72.0
PDX1,10.0,45.0,9.0,243.0,2.0
ATP5EP2,113.0,78.0,48.0,220.0,6.0
LINC00543,10.0,17.0,6.0,151.0,1.0
CDX2,6.0,24.0,13.0,295.0,2.0
FLT3,45.0,19.0,7.0,8.0,1.0
PAN3-AS1,5.0,11.0,6.0,19.0,1.0
PAN3,196.0,314.0,118.0,480.0,18.0
FLT1,73.0,2484.0,27.0,55.0,2.0
POMP,3871.0,5480.0,2461.0,9258.0,369.0
SLC46A3,117.0,98.0,192.0,210.0,7.0
MTUS2,1.0,1.0,0.0,2.0,0.0
SLC7A1,66.0,105.0,58.0,459.0,13.0
UBL3,296.0,398.0,265.0,981.0,16.0
LINC00365,0.0,0.0,1.0,21.0,0.0
KATNAL1,37.0,101.0,64.0,81.0,7.0
LINC00426,47.0,4.0,1.0,23.0,0.0
HMGB1,6612.0,8444.0,4937.0,15606.0,589.0
USPL1,65.0,78.0,44.0,138.0,1.0
ALOX5AP,5344.0,173.0,216.0,345.0,24.0
MEDAG,15.0,70.0,325.0,18.0,0.0
HSPH1,413.0,594.0,393.0,1654.0,54.0
B3GALTL,36.0,55.0,52.0,105.0,4.0
FRY-AS1,5.0,11.0,13.0,28.0,0.0
FRY,48.0,991.0,155.0,435.0,3.0
BRCA2,96.0,33.0,8.0,56.0,4.0
N4BP2L1,270.0,257.0,136.0,308.0,13.0
N4BP2L2,1482.0,2835.0,1408.0,4198.0,82.0
PDS5B,176.0,416.0,243.0,405.0,5.0
KL,3.0,166.0,5.0,19.0,0.0
STARD13,46.0,278.0,112.0,73.0,1.0
RP11-141M1.3,1.0,4.0,0.0,2.0,0.0
RFC3,49.0,181.0,40.0,128.0,6.0
NBEA,14.0,121.0,54.0,132.0,2.0
DCLK1,7.0,9.0,92.0,5.0,0.0
SPG20,196.0,421.0,427.0,217.0,7.0
RFXAP,60.0,86.0,43.0,63.0,3.0
SMAD9,4.0,314.0,83.0,11.0,0.0
ALG5,418.0,594.0,393.0,1233.0,39.0
EXOSC8,291.0,429.0,242.0,612.0,28.0
SUPT20H,178.0,286.0,175.0,600.0,12.0
POSTN,115.0,918.0,4100.0,229.0,18.0
TRPC4,2.0,7.0,22.0,4.0,0.0
LINC00571,0.0,3.0,1.0,6.0,1.0
UFM1,622.0,857.0,495.0,2578.0,65.0
FREM2,4.0,9.0,2.0,47.0,3.0
PROSER1,78.0,124.0,34.0,234.0,8.0
NHLRC3,418.0,434.0,324.0,867.0,25.0
LHFP,90.0,729.0,2161.0,162.0,9.0
COG6,59.0,131.0,118.0,219.0,4.0
FOXO1,84.0,407.0,243.0,203.0,3.0
MRPS31,206.0,244.0,176.0,433.0,17.0
SLC25A15,16.0,7.0,6.0,32.0,1.0
ELF1,864.0,1339.0,312.0,1574.0,43.0
WBP4,295.0,512.0,368.0,789.0,22.0
KBTBD6,20.0,79.0,45.0,73.0,2.0
KBTBD7,48.0,123.0,73.0,172.0,9.0
MTRF1,28.0,42.0,18.0,121.0,4.0
NAA16,83.0,182.0,82.0,276.0,8.0
RGCC,1418.0,13757.0,1493.0,800.0,86.0
VWA8,48.0,54.0,29.0,121.0,14.0
DGKH,78.0,458.0,157.0,700.0,24.0
AKAP11,117.0,248.0,163.0,427.0,17.0
TNFSF11,5.0,2.0,31.0,72.0,2.0
EPSTI1,1193.0,624.0,609.0,2181.0,62.0
DNAJC15,1013.0,932.0,791.0,3295.0,85.0
ENOX1,2.0,2.0,36.0,5.0,0.0
CCDC122,22.0,58.0,38.0,122.0,7.0
LACC1,48.0,62.0,49.0,117.0,3.0
LINC00284,1.0,21.0,0.0,1.0,0.0
SMIM2-AS1,5.0,15.0,6.0,101.0,0.0
SERP2,8.0,17.0,52.0,77.0,3.0
TSC22D1,716.0,9408.0,4015.0,4785.0,197.0
NUFIP1,43.0,101.0,82.0,189.0,5.0
GPALPP1,90.0,207.0,107.0,344.0,14.0
GTF2F2,247.0,247.0,182.0,600.0,28.0
TPT1,28145.0,37443.0,21633.0,78278.0,1823.0
TPT1-AS1,54.0,171.0,138.0,340.0,9.0
RP11-290D2.3,0.0,1.0,1.0,2.0,0.0
SLC25A30,37.0,101.0,27.0,75.0,3.0
SLC25A30-AS1,0.0,2.0,0.0,0.0,0.0
COG3,69.0,160.0,90.0,365.0,14.0
SPERT,0.0,0.0,0.0,4.0,0.0
ZC3H13,486.0,873.0,467.0,1003.0,49.0
LCP1,1905.0,107.0,96.0,207.0,18.0
KIAA0226L,61.0,21.0,25.0,19.0,4.0
LRCH1,89.0,501.0,85.0,399.0,16.0
ESD,838.0,1154.0,1368.0,1856.0,103.0
LINC00562,4.0,9.0,3.0,16.0,0.0
SUCLA2,168.0,221.0,263.0,464.0,20.0
SUCLA2-AS1,0.0,1.0,0.0,0.0,0.0
NUDT15,66.0,174.0,87.0,471.0,18.0
MED4,572.0,1108.0,617.0,1336.0,57.0
ITM2B,9025.0,23754.0,9576.0,20104.0,839.0
RB1,497.0,593.0,133.0,672.0,20.0
LPAR6,613.0,1232.0,180.0,642.0,15.0
RCBTB2,202.0,169.0,84.0,121.0,4.0
LINC00462,0.0,1.0,0.0,5.0,0.0
FNDC3A,226.0,337.0,206.0,648.0,15.0
CDADC1,68.0,101.0,81.0,173.0,10.0
CAB39L,16.0,43.0,107.0,110.0,5.0
SETDB2,112.0,83.0,37.0,117.0,3.0
PHF11,376.0,440.0,252.0,670.0,20.0
RCBTB1,48.0,82.0,41.0,125.0,9.0
ARL11,118.0,14.0,7.0,12.0,1.0
EBPL,313.0,864.0,445.0,1460.0,40.0
KPNA3,195.0,333.0,162.0,458.0,26.0
SPRYD7,111.0,214.0,164.0,456.0,20.0
TRIM13,218.0,332.0,218.0,518.0,22.0
KCNRG,7.0,10.0,6.0,17.0,1.0
DLEU1,62.0,57.0,35.0,303.0,9.0
DLEU7,28.0,2.0,3.0,1.0,0.0
DLEU7-AS1,7.0,0.0,0.0,7.0,0.0
RNASEH2B,411.0,148.0,235.0,423.0,11.0
FAM124A,6.0,99.0,14.0,16.0,0.0
INTS6,123.0,202.0,101.0,304.0,13.0
INTS6-AS1,24.0,41.0,19.0,54.0,2.0
WDFY2,68.0,46.0,48.0,89.0,8.0
DHRS12,82.0,124.0,94.0,316.0,11.0
RP11-327P2.5,8.0,20.0,11.0,27.0,0.0
ATP7B,8.0,37.0,9.0,186.0,3.0
ALG11,13.0,25.0,13.0,64.0,1.0
UTP14C,37.0,157.0,82.0,329.0,12.0
NEK3,58.0,166.0,54.0,154.0,2.0
THSD1,6.0,268.0,7.0,22.0,3.0
VPS36,283.0,505.0,265.0,904.0,25.0
CKAP2,179.0,49.0,37.0,265.0,8.0
HNRNPA1L2,406.0,517.0,278.0,651.0,18.0
SUGT1,406.0,578.0,361.0,1513.0,55.0
PCDH8,0.0,0.0,0.0,0.0,0.0
OLFM4,447.0,652.0,363.0,13308.0,93.0
PCDH17,29.0,2368.0,68.0,57.0,1.0
DIAPH3,42.0,4.0,26.0,72.0,12.0
TDRD3,103.0,161.0,169.0,222.0,16.0
PCDH20,2.0,1.0,7.0,78.0,0.0
PCDH9,18.0,35.0,112.0,27.0,1.0
DACH1,7.0,107.0,11.0,107.0,0.0
MZT1,297.0,279.0,200.0,847.0,24.0
BORA,37.0,14.0,9.0,90.0,3.0
DIS3,110.0,230.0,144.0,384.0,17.0
PIBF1,53.0,148.0,82.0,264.0,12.0
KLF5,73.0,92.0,93.0,4733.0,110.0
KLF12,69.0,97.0,109.0,62.0,1.0
LINC00402,15.0,2.0,0.0,3.0,0.0
TBC1D4,148.0,280.0,84.0,168.0,14.0
COMMD6,3727.0,3754.0,3123.0,7432.0,265.0
UCHL3,402.0,344.0,221.0,1128.0,32.0
LMO7,154.0,197.0,326.0,4988.0,108.0
KCTD12,1052.0,1479.0,299.0,381.0,21.0
CLN5,209.0,249.0,254.0,557.0,19.0
FBXL3,137.0,380.0,264.0,432.0,18.0
MYCBP2,447.0,869.0,357.0,573.0,29.0
SCEL,15.0,4.0,13.0,326.0,45.0
SLAIN1,15.0,13.0,7.0,54.0,0.0
EDNRB,57.0,627.0,379.0,35.0,1.0
POU4F1,0.0,0.0,0.0,14.0,0.0
RNF219,77.0,129.0,60.0,219.0,4.0
RBM26,223.0,495.0,173.0,758.0,25.0
RBM26-AS1,5.0,40.0,9.0,31.0,1.0
NDFIP2,162.0,319.0,202.0,1487.0,54.0
SPRY2,75.0,174.0,236.0,377.0,17.0
GPC5,0.0,2.0,1.0,48.0,0.0
GPC5-AS1,0.0,0.0,0.0,0.0,0.0
GPC6,8.0,8.0,212.0,52.0,1.0
TGDS,106.0,80.0,108.0,279.0,9.0
GPR180,76.0,86.0,88.0,258.0,7.0
SOX21,3.0,1.0,0.0,79.0,0.0
SOX21-AS1,1.0,2.0,0.0,57.0,0.0
ABCC4,42.0,215.0,44.0,56.0,3.0
CLDN10,210.0,870.0,217.0,3945.0,47.0
DZIP1,16.0,75.0,116.0,37.0,3.0
DNAJC3-AS1,20.0,42.0,25.0,148.0,2.0
DNAJC3,428.0,675.0,506.0,1257.0,32.0
UGGT2,51.0,149.0,139.0,223.0,8.0
MBNL2,129.0,523.0,259.0,887.0,30.0
RAP2A,148.0,335.0,157.0,172.0,9.0
IPO5,191.0,301.0,218.0,491.0,20.0
FARP1,81.0,224.0,255.0,632.0,30.0
STK24,340.0,602.0,238.0,1852.0,46.0
SLC15A1,12.0,24.0,7.0,166.0,5.0
DOCK9,56.0,1816.0,69.0,353.0,22.0
DOCK9-AS2,3.0,15.0,5.0,14.0,4.0
UBAC2-AS1,16.0,15.0,10.0,35.0,0.0
UBAC2,373.0,302.0,267.0,735.0,36.0
GPR18,50.0,6.0,5.0,6.0,0.0
GPR183,2440.0,120.0,141.0,193.0,16.0
LINC00449,5.0,2.0,0.0,5.0,0.0
TM9SF2,474.0,867.0,474.0,2111.0,85.0
CLYBL,50.0,53.0,36.0,161.0,3.0
ZIC5,0.0,0.0,1.0,5.0,1.0
ZIC2,0.0,1.0,0.0,18.0,4.0
PCCA,39.0,84.0,63.0,139.0,4.0
GGACT,48.0,45.0,24.0,92.0,2.0
TMTC4,34.0,162.0,41.0,255.0,7.0
NALCN,2.0,2.0,45.0,6.0,0.0
ITGBL1,25.0,16.0,675.0,70.0,15.0
FGF14,1.0,3.0,6.0,3.0,0.0
FGF14-AS2,1.0,48.0,32.0,27.0,0.0
TPP2,177.0,204.0,136.0,361.0,9.0
RP11-29B2.5,1.0,5.0,0.0,7.0,0.0
TEX30,130.0,105.0,125.0,167.0,13.0
KDELC1,8.0,67.0,118.0,25.0,2.0
BIVM,58.0,177.0,104.0,218.0,10.0
ERCC5,128.0,156.0,106.0,522.0,9.0
LINC00460,1.0,1.0,2.0,11.0,4.0
EFNB2,32.0,1445.0,49.0,782.0,46.0
ARGLU1,840.0,3070.0,782.0,2857.0,65.0
LINC00443,1.0,0.0,0.0,57.0,0.0
FAM155A,3.0,97.0,42.0,68.0,3.0
LIG4,34.0,58.0,30.0,101.0,7.0
ABHD13,136.0,266.0,138.0,396.0,12.0
TNFSF13B,1033.0,46.0,237.0,317.0,5.0
MYO16,1.0,2.0,6.0,6.0,0.0
IRS2,276.0,75.0,329.0,843.0,57.0
COL4A1,206.0,5581.0,2877.0,435.0,16.0
COL4A2,160.0,3738.0,2195.0,415.0,15.0
RAB20,471.0,158.0,112.0,698.0,11.0
CARKD,51.0,137.0,114.0,290.0,15.0
CARS2,138.0,137.0,141.0,454.0,18.0
ING1,85.0,112.0,147.0,335.0,9.0
LINC00346,5.0,5.0,6.0,52.0,0.0
ANKRD10,443.0,770.0,606.0,1787.0,49.0
LINC00431,5.0,4.0,2.0,19.0,0.0
ARHGEF7,120.0,478.0,224.0,380.0,10.0
TUBGCP3,113.0,194.0,82.0,181.0,5.0
ATP11A,116.0,435.0,66.0,686.0,17.0
MCF2L,47.0,1323.0,35.0,329.0,13.0
RP11-120K24.3,1.0,4.0,1.0,6.0,0.0
MCF2L-AS1,4.0,18.0,2.0,86.0,1.0
F10,8.0,26.0,233.0,29.0,1.0
PCID2,197.0,313.0,261.0,541.0,16.0
CUL4A,189.0,318.0,167.0,790.0,18.0
LAMP1,1505.0,1630.0,1351.0,3066.0,133.0
GRTP1,7.0,33.0,30.0,581.0,11.0
ADPRHL1,3.0,5.0,5.0,61.0,1.0
DCUN1D2,22.0,99.0,26.0,108.0,2.0
TMCO3,131.0,310.0,189.0,929.0,24.0
TFDP1,307.0,350.0,151.0,776.0,40.0
TMEM255B,60.0,546.0,19.0,17.0,1.0
GAS6,335.0,1947.0,1557.0,1003.0,63.0
GAS6-AS2,2.0,32.0,7.0,17.0,1.0
RASA3,91.0,106.0,108.0,445.0,6.0
CDC16,171.0,279.0,169.0,537.0,19.0
UPF3A,290.0,721.0,292.0,896.0,24.0
CHAMP1,80.0,110.0,84.0,219.0,5.0
AL589743.1,9.0,12.0,99.0,212.0,12.0
CTD-2314B22.3,13.0,15.0,131.0,263.0,17.0
TTC5,98.0,182.0,98.0,200.0,6.0
CTD-2292M16.8,5.0,7.0,7.0,20.0,0.0
CCNB1IP1,140.0,227.0,166.0,549.0,21.0
RPPH1,89.0,27.0,12.0,21.0,0.0
PARP2,59.0,97.0,72.0,206.0,6.0
TEP1,69.0,84.0,27.0,310.0,11.0
OSGEP,251.0,292.0,186.0,615.0,15.0
APEX1,807.0,651.0,587.0,1853.0,76.0
TMEM55B,213.0,235.0,139.0,586.0,17.0
PNP,231.0,1118.0,64.0,588.0,23.0
RNASE4,82.0,93.0,315.0,1004.0,7.0
ANG,140.0,108.0,220.0,2157.0,15.0
RNASE6,1957.0,92.0,97.0,142.0,6.0
RNASE1,1333.0,6138.0,174.0,4073.0,38.0
RNASE3,11.0,1.0,0.0,3.0,0.0
RNASE2,298.0,7.0,11.0,17.0,0.0
METTL17,152.0,219.0,109.0,438.0,24.0
NDRG2,348.0,663.0,708.0,962.0,26.0
ARHGEF40,116.0,223.0,164.0,358.0,9.0
ZNF219,45.0,73.0,57.0,205.0,8.0
TMEM253,0.0,6.0,2.0,79.0,0.0
HNRNPC,2317.0,2806.0,1700.0,6396.0,275.0
SUPT16H,298.0,364.0,234.0,825.0,35.0
CHD8,103.0,215.0,85.0,338.0,15.0
RAB2B,76.0,160.0,72.0,207.0,8.0
TOX4,331.0,626.0,282.0,1203.0,28.0
METTL3,98.0,198.0,92.0,259.0,4.0
SALL2,3.0,15.0,16.0,6.0,2.0
AE000662.93,2.0,2.0,1.0,30.0,0.0
DAD1,1988.0,2997.0,2157.0,6884.0,283.0
ABHD4,19.0,65.0,57.0,216.0,2.0
OXA1L,627.0,609.0,400.0,1291.0,62.0
SLC7A7,639.0,52.0,63.0,587.0,14.0
MRPL52,1105.0,1238.0,666.0,4966.0,153.0
MMP14,670.0,896.0,2136.0,1770.0,89.0
LRP10,381.0,714.0,524.0,2425.0,100.0
REM2,4.0,8.0,7.0,29.0,0.0
RBM23,230.0,486.0,188.0,641.0,21.0
PRMT5,78.0,129.0,113.0,386.0,17.0
HAUS4,209.0,171.0,124.0,240.0,9.0
AJUBA,11.0,38.0,62.0,202.0,14.0
RP11-298I3.4,1.0,2.0,5.0,19.0,1.0
C14orf93,27.0,36.0,32.0,76.0,10.0
PSMB5,632.0,1853.0,1138.0,3023.0,146.0
CDH24,7.0,208.0,18.0,57.0,0.0
ACIN1,295.0,524.0,188.0,899.0,38.0
C14orf119,477.0,801.0,447.0,1418.0,41.0
SLC7A8,64.0,17.0,79.0,199.0,2.0
HOMEZ,51.0,63.0,28.0,216.0,8.0
PPP1R3E,90.0,94.0,54.0,277.0,9.0
BCL2L2,26.0,165.0,85.0,248.0,12.0
PABPN1,472.0,1009.0,404.0,1686.0,63.0
SLC22A17,24.0,136.0,138.0,35.0,2.0
EFS,2.0,2.0,77.0,5.0,1.0
CMTM5,0.0,2.0,11.0,0.0,0.0
NGDN,229.0,395.0,186.0,696.0,25.0
RP11-66N24.4,148.0,193.0,70.0,319.0,7.0
ZFHX2,2.0,8.0,2.0,27.0,3.0
AP1G2,178.0,188.0,85.0,690.0,20.0
RP11-66N24.3,19.0,41.0,15.0,78.0,2.0
JPH4,5.0,62.0,11.0,3.0,0.0
DHRS2,6.0,10.0,6.0,40.0,0.0
DHRS4,219.0,132.0,114.0,512.0,19.0
DHRS4L2,271.0,343.0,269.0,643.0,24.0
LRRC16B,2.0,4.0,3.0,15.0,0.0
NRL,15.0,11.0,9.0,35.0,0.0
PCK2,127.0,42.0,38.0,233.0,7.0
DCAF11,203.0,178.0,115.0,553.0,20.0
FITM1,2.0,18.0,5.0,4.0,0.0
PSME1,2887.0,2647.0,1634.0,6993.0,204.0
EMC9,135.0,106.0,100.0,493.0,15.0
RP11-468E2.5,15.0,30.0,5.0,22.0,0.0
PSME2,3442.0,1643.0,1099.0,6301.0,207.0
RNF31,5.0,5.0,3.0,5.0,1.0
RP11-468E2.4,25.0,93.0,28.0,145.0,1.0
IRF9,106.0,236.0,67.0,213.0,8.0
REC8,65.0,74.0,35.0,169.0,3.0
IPO4,35.0,63.0,46.0,126.0,10.0
TM9SF1,17.0,49.0,35.0,101.0,5.0
CHMP4A,925.0,950.0,498.0,2141.0,91.0
MDP1,85.0,157.0,126.0,243.0,10.0
NEDD8,2633.0,2997.0,2055.0,7107.0,288.0
GMPR2,249.0,374.0,179.0,633.0,16.0
TINF2,222.0,408.0,233.0,438.0,17.0
TGM1,8.0,5.0,4.0,10.0,0.0
RABGGTA,140.0,161.0,90.0,287.0,17.0
DHRS1,206.0,260.0,158.0,811.0,31.0
